レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202606180101,2026-06-18,01,1R,daily,66.9,24.5,44.56,10.12,47.34,4.25,50.0,10.59,50.0,5.26,54.72,48.67,17.82,52.38,11.89,35.57,3.19,50.0,10.59,50.0,5.26,48.76,50.83,18.62,42.61,9.67,50.24,4.51,50.0,10.59,50.0,5.26,48.65,50.16,18.37,44.56,10.12,41.54,3.73,50.0,10.59,50.0,5.26,48.06,46.89,17.17,42.61,9.67,46.61,4.18,50.0,10.59,50.0,5.26,46.88,35.67,13.06,46.52,10.56,40.89,3.67,50.0,10.59,50.0,5.26,43.14
202606180102,2026-06-18,01,2R,daily,66.9,24.5,46.52,10.56,49.44,4.44,50.0,10.59,50.0,5.26,55.35,48.67,17.82,48.47,11.0,34.04,3.06,50.0,10.59,50.0,5.26,47.73,50.83,18.62,42.61,9.67,36.13,3.24,50.0,10.59,50.0,5.26,47.38,50.16,18.37,46.52,10.56,51.13,4.59,50.0,10.59,50.0,5.26,49.37,46.89,17.17,54.34,12.34,45.97,4.13,50.0,10.59,50.0,5.26,49.48,35.67,13.06,50.43,11.45,37.91,3.4,50.0,10.59,50.0,5.26,43.76
202606180103,2026-06-18,01,3R,daily,66.9,24.5,44.56,10.12,44.68,4.01,50.0,10.59,50.0,5.26,54.48,48.67,17.82,48.47,11.0,46.61,4.18,50.0,10.59,50.0,5.26,48.86,50.83,18.62,52.38,11.89,45.65,4.1,50.0,10.59,50.0,5.26,50.45,50.16,18.37,48.47,11.0,46.13,4.14,50.0,10.59,50.0,5.26,49.36,46.89,17.17,48.47,11.0,54.19,4.86,50.0,10.59,50.0,5.26,48.89,35.67,13.06,46.52,10.56,51.05,4.58,50.0,10.59,50.0,5.26,44.06
202606180104,2026-06-18,01,4R,daily,66.9,24.5,38.69,8.78,41.45,3.72,50.0,10.59,50.0,5.26,52.85,48.67,17.82,60.21,13.67,51.45,4.62,50.0,10.59,50.0,5.26,51.96,50.83,18.62,42.61,9.67,49.76,4.47,50.0,10.59,50.0,5.26,48.6,50.16,18.37,46.52,10.56,55.64,4.99,50.0,10.59,50.0,5.26,49.77,46.89,17.17,46.52,10.56,52.66,4.73,50.0,10.59,50.0,5.26,48.31,35.67,13.06,50.43,11.45,51.94,4.66,50.0,10.59,50.0,5.26,45.02
202606180105,2026-06-18,01,5R,daily,66.9,24.5,46.52,10.56,42.26,3.79,50.0,10.59,50.0,5.26,54.7,48.67,17.82,52.38,11.89,47.82,4.29,50.0,10.59,50.0,5.26,49.86,50.83,18.62,52.38,11.89,44.44,3.99,50.0,10.59,50.0,5.26,50.35,50.16,18.37,50.43,11.45,50.48,4.53,50.0,10.59,50.0,5.26,50.2,46.89,17.17,46.52,10.56,68.87,6.18,50.0,10.59,50.0,5.26,49.76,35.67,13.06,44.56,10.12,47.34,4.25,50.0,10.59,50.0,5.26,43.28
202606180106,2026-06-18,01,6R,daily,66.9,24.5,48.47,11.0,43.31,3.89,50.0,10.59,50.0,5.26,55.24,48.67,17.82,42.61,9.67,44.28,3.97,50.0,10.59,50.0,5.26,47.32,50.83,18.62,42.61,9.67,50.24,4.51,50.0,10.59,50.0,5.26,48.65,50.16,18.37,48.47,11.0,52.26,4.69,50.0,10.59,50.0,5.26,49.91,46.89,17.17,48.47,11.0,34.04,3.06,50.0,10.59,50.0,5.26,47.08,35.67,13.06,44.56,10.12,41.54,3.73,50.0,10.59,50.0,5.26,42.76
202606180107,2026-06-18,01,7R,daily,66.9,24.5,48.47,11.0,52.82,4.74,50.0,10.59,50.0,5.26,56.1,48.67,17.82,46.52,10.56,51.13,4.59,50.0,10.59,50.0,5.26,48.82,50.83,18.62,52.38,11.89,35.57,3.19,50.0,10.59,50.0,5.26,49.55,50.16,18.37,42.61,9.67,46.61,4.18,50.0,10.59,50.0,5.26,48.08,46.89,17.17,46.52,10.56,51.05,4.58,50.0,10.59,50.0,5.26,48.16,35.67,13.06,46.52,10.56,58.14,5.22,50.0,10.59,50.0,5.26,44.69
202606180108,2026-06-18,01,8R,daily,66.9,24.5,50.43,11.45,37.91,3.4,50.0,10.59,50.0,5.26,55.2,48.67,17.82,42.61,9.67,50.24,4.51,50.0,10.59,50.0,5.26,47.86,50.83,18.62,40.65,9.23,41.05,3.68,50.0,10.59,50.0,5.26,47.38,50.16,18.37,42.61,9.67,49.76,4.47,50.0,10.59,50.0,5.26,48.36,46.89,17.17,48.47,11.0,46.61,4.18,50.0,10.59,50.0,5.26,48.21,35.67,13.06,46.52,10.56,49.44,4.44,50.0,10.59,50.0,5.26,43.91
202606180109,2026-06-18,01,9R,daily,66.9,24.5,46.52,10.56,55.64,4.99,50.0,10.59,50.0,5.26,55.9,48.67,17.82,46.52,10.56,68.87,6.18,50.0,10.59,50.0,5.26,50.41,50.83,18.62,44.56,10.12,51.69,4.64,50.0,10.59,50.0,5.26,49.22,50.16,18.37,46.52,10.56,40.89,3.67,50.0,10.59,50.0,5.26,48.45,46.89,17.17,42.61,9.67,36.13,3.24,50.0,10.59,50.0,5.26,45.94,35.67,13.06,44.56,10.12,44.68,4.01,50.0,10.59,50.0,5.26,43.04
202606180110,2026-06-18,01,10R,daily,66.9,24.5,50.43,11.45,51.94,4.66,50.0,10.59,50.0,5.26,56.46,48.67,17.82,48.47,11.0,54.19,4.86,50.0,10.59,50.0,5.26,49.54,50.83,18.62,50.43,11.45,50.48,4.53,50.0,10.59,50.0,5.26,50.44,50.16,18.37,52.38,11.89,44.44,3.99,50.0,10.59,50.0,5.26,50.1,46.89,17.17,60.21,13.67,51.45,4.62,50.0,10.59,50.0,5.26,51.31,35.67,13.06,48.47,11.0,43.31,3.89,50.0,10.59,50.0,5.26,43.8
