レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202604130101,2026-04-13,1,01R,1,3,半周ラップ,まわり足,直線,藤原 碧生,18.26,4.6,7.39,木村 仁紀,18.58,4.43,7.49,太田 和美,18.35,4.53,7.49,上村 純一,18.42,4.48,7.45,山田 哲也,18.3,4.5,7.5,池永 太,18.58,4.99,7.54
202604130102,2026-04-13,1,02R,1,3,半周ラップ,まわり足,直線,大峯 豊,18.45,4.7,7.54,古結 宏,18.58,4.54,7.46,渡辺 浩司,18.39,4.44,7.51,佐藤 翼,18.43,4.54,7.58,西丸 侑太朗,18.59,4.58,7.61,柴田 光,18.38,4.4,7.55
202604130103,2026-04-13,1,03R,1,3,半周ラップ,まわり足,直線,秦 英悟,18.46,4.43,7.53,中田 竜太,18.38,4.58,7.55,石野 貴之,18.39,4.47,7.49,岩瀬 裕亮,18.39,4.49,7.57,関 浩哉,18.52,4.48,7.65,谷野 錬志,18.66,4.61,7.73
202604130104,2026-04-13,1,04R,1,3,半周ラップ,まわり足,直線,古賀 繁輝,18.57,4.51,7.55,石丸 海渡,18.62,4.54,7.61,白神 優,18.58,4.54,7.45,井上 忠政,18.51,4.45,7.53,砂長 知輝,18.71,4.41,7.52,馬場 貴也,18.5,4.45,7.56
202604130105,2026-04-13,1,05R,1,3,半周ラップ,まわり足,直線,吉田 裕平,18.1,4.62,7.49,松井 繁,18.3,4.53,7.42,渡邉 和将,18.33,4.42,7.61,金子 賢志,18.68,4.7,7.73,山崎 郡,18.4,4.57,7.51,今泉 友吾,18.38,4.67,7.6
202604130106,2026-04-13,1,06R,1,3,半周ラップ,まわり足,直線,金子 拓矢,18.32,4.43,7.43,石渡 鉄兵,18.54,4.66,7.7,岡 祐臣,18.42,4.45,7.61,池永 太,18.85,4.66,7.55,板橋 侑我,18.72,4.58,7.46,峰 竜太,18.36,4.38,7.5
202604130107,2026-04-13,1,07R,1,3,半周ラップ,まわり足,直線,佐々木 完太,18.54,4.47,7.67,柴田 光,18.56,4.42,7.58,平本 真之,18.68,4.46,7.59,太田 和美,18.53,4.67,7.45,松尾 充,18.99,4.6,7.54,吉田 拡郎,18.88,4.86,7.67
202604130108,2026-04-13,1,08R,1,3,半周ラップ,まわり足,直線,石丸 海渡,18.54,4.44,7.58,大澤 普司,18.47,4.54,7.47,関 浩哉,18.41,4.59,7.57,森高 一真,18.47,4.5,7.63,古結 宏,18.7,4.5,7.57,木村 仁紀,18.99,4.6,7.79
202604130109,2026-04-13,1,09R,1,3,半周ラップ,まわり足,直線,久田 敏之,18.33,4.26,7.59,佐藤 翼,18.3,4.23,7.64,古賀 繁輝,18.63,4.5,7.48,藤原 碧生,18.45,4.62,7.54,和田 兼輔,18.74,4.58,7.57,湯川 浩司,18.2,4.44,7.49
202604130110,2026-04-13,1,10R,1,3,半周ラップ,まわり足,直線,松井 繁,18.3,4.42,7.45,西丸 侑太朗,18.56,4.46,7.51,中野 次郎,18.26,4.51,7.5,馬場 貴也,18.65,4.44,7.53,中田 竜太,18.52,4.46,7.62,上村 純一,18.67,4.63,7.54
202604130111,2026-04-13,1,11R,1,3,半周ラップ,まわり足,直線,平本 真之,18.34,4.34,7.41,大峯 豊,,,,峰 竜太,18.59,4.24,7.38,今泉 友吾,18.37,4.3,7.59,石野 貴之,18.66,4.33,7.49,白神 優,18.76,4.68,7.67
202604130112,2026-04-13,1,12R,1,3,半周ラップ,まわり足,直線,池田 浩二,18.34,4.34,7.41,上條 暢嵩,18.4,4.55,7.5,白井 英治,18.29,4.27,7.42,土屋 智則,18.37,4.22,7.3,定松 勇樹,18.59,4.46,7.5,原田 幸哉,18.57,4.42,7.54
202604130401,2026-04-13,4,01R,1,3,一周,まわり足,直線,水野 望美,36.93,5.67,7.47,小澤 和也,37.46,5.84,7.67,大庭 元明,37.36,5.73,7.61,来田 衣織,37.58,6.08,7.43,米丸 乃絵,37.38,5.87,7.5,鳥居塚 孝博,37.33,5.71,7.54
