レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連単_1-2-3,3連単_1-2-4,3連単_1-2-5,3連単_1-2-6,3連単_1-3-2,3連単_1-3-4,3連単_1-3-5,3連単_1-3-6,3連単_1-4-2,3連単_1-4-3,3連単_1-4-5,3連単_1-4-6,3連単_1-5-2,3連単_1-5-3,3連単_1-5-4,3連単_1-5-6,3連単_1-6-2,3連単_1-6-3,3連単_1-6-4,3連単_1-6-5,3連単_2-1-3,3連単_2-1-4,3連単_2-1-5,3連単_2-1-6,3連単_2-3-1,3連単_2-3-4,3連単_2-3-5,3連単_2-3-6,3連単_2-4-1,3連単_2-4-3,3連単_2-4-5,3連単_2-4-6,3連単_2-5-1,3連単_2-5-3,3連単_2-5-4,3連単_2-5-6,3連単_2-6-1,3連単_2-6-3,3連単_2-6-4,3連単_2-6-5,3連単_3-1-2,3連単_3-1-4,3連単_3-1-5,3連単_3-1-6,3連単_3-2-1,3連単_3-2-4,3連単_3-2-5,3連単_3-2-6,3連単_3-4-1,3連単_3-4-2,3連単_3-4-5,3連単_3-4-6,3連単_3-5-1,3連単_3-5-2,3連単_3-5-4,3連単_3-5-6,3連単_3-6-1,3連単_3-6-2,3連単_3-6-4,3連単_3-6-5,3連単_4-1-2,3連単_4-1-3,3連単_4-1-5,3連単_4-1-6,3連単_4-2-1,3連単_4-2-3,3連単_4-2-5,3連単_4-2-6,3連単_4-3-1,3連単_4-3-2,3連単_4-3-5,3連単_4-3-6,3連単_4-5-1,3連単_4-5-2,3連単_4-5-3,3連単_4-5-6,3連単_4-6-1,3連単_4-6-2,3連単_4-6-3,3連単_4-6-5,3連単_5-1-2,3連単_5-1-3,3連単_5-1-4,3連単_5-1-6,3連単_5-2-1,3連単_5-2-3,3連単_5-2-4,3連単_5-2-6,3連単_5-3-1,3連単_5-3-2,3連単_5-3-4,3連単_5-3-6,3連単_5-4-1,3連単_5-4-2,3連単_5-4-3,3連単_5-4-6,3連単_5-6-1,3連単_5-6-2,3連単_5-6-3,3連単_5-6-4,3連単_6-1-2,3連単_6-1-3,3連単_6-1-4,3連単_6-1-5,3連単_6-2-1,3連単_6-2-3,3連単_6-2-4,3連単_6-2-5,3連単_6-3-1,3連単_6-3-2,3連単_6-3-4,3連単_6-3-5,3連単_6-4-1,3連単_6-4-2,3連単_6-4-3,3連単_6-4-5,3連単_6-5-1,3連単_6-5-2,3連単_6-5-3,3連単_6-5-4
202609061001,2026-09-06,10,01R,08:32,2026-09-06T08:22:20.966115+09:00,8.3,14.6,26.1,113.9,9.9,3.8,11.7,85.4,16.1,7.3,15.9,75.5,38.2,24.3,27.6,154.6,282.4,270.7,259.8,541.4,166.5,175.6,249.8,341.9,382.1,185.6,812.1,3248,360.9,1299,928.1,1299,382.1,812.1,1624,6497,2165,3248,1624,0.0,170.9,49.9,110.1,60.7,406.0,341.9,590.6,541.4,95.5,499.7,309.3,2165,240.6,406.0,382.1,928.1,1624,0.0,590.6,2165,175.6,95.5,91.5,541.4,240.6,721.9,499.7,590.6,151.0,721.9,721.9,3248,154.6,812.1,464.0,541.4,649.7,1082,0.0,3248,240.6,203.0,166.5,812.1,259.8,1299,3248,1082,209.5,341.9,433.1,1082,270.7,6497,928.1,928.1,3248,6497,1299,1624,928.1,928.1,928.1,0.0,541.4,2165,928.1,3248,1624,1624,2165,1624,721.9,928.1,0.0,3248,3248,3248,649.7,6497
202609061401,2026-09-06,14,01R,08:44,2026-09-06T08:34:18.965809+09:00,7.6,4.6,24.6,16.8,16.9,15.2,55.2,42.2,7.9,13.5,38.9,21.5,68.9,118.6,93.7,126.3,47.7,91.4,62.0,153.6,52.4,32.4,147.5,93.7,137.4,231.9,444.0,485.5,93.2,227.8,494.7,279.2,348.6,721.5,895.6,1105,267.7,962.0,577.2,1332,132.8,105.8,274.8,358.2,198.2,255.9,432.9,444.0,178.5,379.1,752.8,711.6,432.9,604.0,1129,1855,683.5,880.5,1082,2473,40.3,76.1,95.8,73.2,84.1,243.8,399.6,225.8,180.3,333.0,742.1,546.8,196.7,530.0,721.5,384.8,180.3,330.8,851.6,514.3,249.7,365.8,279.2,509.3,412.2,811.7,625.8,1129,611.1,1038,1484,1998,333.0,1018,1105,775.3,775.3,1404,1998,1129,249.7,463.8,302.0,731.6,330.8,692.6,590.3,1367,674.6,911.3,1404,1998,440.2,837.8,1367,1038,787.1,1574,2077,1236
202609061002,2026-09-06,10,02R,08:58,2026-09-06T08:48:21.320395+09:00,9.2,18.3,11.4,13.3,52.0,86.7,102.9,156.0,75.2,105.1,156.0,203.6,54.8,119.4,184.2,103.4,54.5,208.0,265.0,129.8,16.2,22.8,12.8,10.3,46.7,73.2,51.3,41.0,60.8,105.1,93.9,55.4,36.1,73.5,135.3,37.7,26.6,65.3,69.3,38.2,128.1,168.2,191.5,106.9,152.3,189.6,219.8,177.5,345.5,394.8,569.0,496.1,386.9,333.6,522.9,586.3,716.6,379.3,439.7,604.6,212.6,420.6,217.4,429.9,222.4,439.7,372.1,238.8,460.6,644.9,691.0,806.2,257.9,403.1,586.3,483.7,569.0,284.5,1209,744.2,141.2,345.5,284.5,317.2,117.2,307.1,358.3,124.0,420.6,386.9,841.2,537.4,460.6,586.3,879.5,509.1,365.0,241.8,552.8,841.2,92.1,307.1,420.6,297.6,74.4,203.6,179.1,106.3,569.0,460.6,879.5,744.2,744.2,288.7,449.9,691.0,429.9,241.8,691.0,691.0
202609061402,2026-09-06,14,02R,09:10,2026-09-06T09:00:56.929528+09:00,37.3,69.4,106.9,82.6,29.2,11.8,22.3,14.4,71.9,28.9,63.4,47.5,165.7,74.3,133.1,115.9,148.5,46.5,97.2,124.9,101.8,140.4,165.0,183.8,158.2,185.6,221.9,214.5,281.8,319.1,501.4,429.0,332.8,406.4,536.2,551.6,354.2,438.7,567.8,772.2,42.0,14.2,31.0,16.7,90.8,81.4,121.0,97.0,22.2,73.5,40.8,20.7,55.1,131.7,68.0,51.0,30.5,108.4,29.0,61.4,158.2,59.4,96.2,93.0,281.8,252.3,308.8,266.2,59.9,171.6,118.0,65.6,148.5,311.3,172.3,166.4,146.2,247.5,105.4,200.0,367.7,173.9,242.8,351.0,424.3,470.8,470.8,632.9,231.2,465.2,252.3,266.2,313.9,654.4,324.4,390.0,398.0,632.9,241.3,438.7,341.7,95.3,266.2,338.7,514.8,559.5,643.5,757.1,114.5,386.1,127.0,212.1,382.2,488.7,179.5,415.1,488.7,821.5,299.3,594.0
202609061003,2026-09-06,10,03R,09:24,2026-09-06T09:14:18.079871+09:00,5.2,10.3,31.0,38.1,5.9,7.2,17.4,25.8,15.7,15.7,43.3,60.6,73.0,72.6,150.1,222.1,122.7,116.3,198.3,241.4,45.3,61.2,135.4,167.0,80.7,158.6,233.8,453.3,156.4,267.6,569.6,584.6,321.9,793.4,716.6,1234,444.3,1009,653.4,1234,49.5,45.9,85.7,95.3,85.4,126.2,274.2,304.3,130.6,224.4,453.3,462.8,238.8,383.0,516.6,965.9,584.6,600.4,569.6,673.2,100.5,101.9,118.8,274.2,185.1,284.8,444.3,453.3,170.8,370.2,600.4,600.4,292.3,555.3,716.6,528.9,600.4,634.7,925.6,766.0,296.2,255.3,326.7,653.4,493.6,716.6,1009,673.2,326.7,516.6,1009,1708,617.1,1306,1234,740.5,925.6,1306,965.9,1110,482.9,411.4,822.8,653.4,766.0,888.6,1306,965.9,888.6,1110,1110,1388,1169,1110,555.3,1057,965.9,1169,1169,1306
202609061403,2026-09-06,14,03R,09:36,2026-09-06T09:26:21.837856+09:00,9.2,37.2,5.3,25.9,15.0,68.5,13.8,57.3,97.5,133.0,79.5,165.9,6.7,13.0,47.7,18.5,80.3,141.7,249.6,57.6,69.2,145.6,37.3,141.0,159.1,386.8,180.8,408.4,417.2,602.1,561.6,834.4,67.6,205.6,429.5,235.5,467.2,1007,1168,490.8,102.1,194.0,73.1,218.7,176.4,265.5,157.8,326.3,490.8,463.5,467.2,739.3,111.6,151.3,490.8,274.2,614.8,703.7,942.1,634.9,231.7,408.4,161.8,402.8,423.2,634.9,442.5,748.8,621.4,578.3,778.8,942.1,271.6,482.7,656.3,499.2,942.1,990.0,1460,1123,27.2,56.4,140.0,51.1,53.5,156.6,384.2,131.8,122.9,217.9,822.7,392.0,328.1,649.0,912.6,649.0,109.7,216.3,349.7,614.8,417.2,561.6,1024,272.9,621.4,1043,1168,621.4,1007,1242,1358,1081,1390,1390,1668,1578,282.1,578.3,1102,1298
202609061004,2026-09-06,10,04R,09:50,2026-09-06T09:40:28.733241+09:00,18.3,4.6,19.5,26.2,56.2,52.7,134.4,144.2,7.2,41.5,26.1,27.8,65.4,147.4,72.6,126.7,119.1,406.1,121.3,280.3,62.7,14.0,54.3,80.9,156.7,195.1,315.9,510.3,32.4,154.2,115.7,117.7,223.6,485.4,223.6,432.6,326.2,737.1,301.5,642.0,143.1,122.8,145.2,109.3,189.5,168.6,337.3,276.4,265.3,234.1,663.4,585.3,326.2,390.2,452.3,710.8,765.4,552.8,485.4,663.4,22.2,122.1,37.7,53.3,33.9,151.9,86.9,86.1,221.1,292.6,497.5,452.3,63.1,92.5,297.0,71.8,116.3,153.0,497.5,143.1,180.9,284.3,145.2,337.3,326.2,552.8,297.0,432.6,368.5,382.7,663.4,947.7,165.8,191.3,621.9,184.2,585.3,686.3,904.6,349.1,442.2,537.9,349.1,663.4,603.1,865.3,497.5,865.3,1105,829.2,829.2,1421,382.7,398.0,423.4,442.2,663.4,829.2,1047,423.4
202609061404,2026-09-06,14,04R,10:02,2026-09-06T09:52:22.515840+09:00,48.6,136.3,115.0,52.2,31.6,34.5,17.5,6.2,154.5,95.6,167.9,70.2,123.7,40.4,173.5,34.3,34.4,7.6,50.8,21.6,192.0,293.4,276.3,229.0,276.3,424.6,367.8,345.9,497.4,636.9,803.5,779.5,517.1,483.6,735.6,687.2,290.1,424.6,949.6,756.9,81.4,80.2,41.3,15.5,201.6,216.7,198.5,166.3,221.3,339.1,286.9,163.2,88.5,202.4,339.1,76.5,21.9,125.2,138.1,67.7,324.4,300.1,241.8,267.8,549.8,678.3,532.9,549.8,339.1,687.2,779.5,458.1,417.8,746.1,768.1,607.3,318.4,715.5,488.1,725.4,220.3,97.4,288.5,78.7,435.2,392.7,492.7,470.5,142.7,421.2,705.8,175.2,488.1,829.0,816.1,561.6,91.3,375.7,150.5,555.6,55.6,15.0,96.3,46.5,180.1,234.2,561.6,408.0,23.4,142.3,159.2,80.6,290.1,538.4,350.5,417.8,87.4,336.9,136.0,386.9
202609061005,2026-09-06,10,05R,10:18,2026-09-06T10:08:22.090855+09:00,20.0,7.2,12.8,43.9,30.3,19.2,21.6,60.9,6.8,17.5,5.8,24.7,22.5,31.6,15.3,49.2,150.9,217.7,99.5,134.8,166.0,113.5,133.5,285.6,354.2,402.5,681.2,1328,195.3,664.2,241.5,805.1,237.2,885.6,336.3,1476,857.0,1562,1207,1771,253.0,139.1,157.2,154.4,415.1,288.7,450.3,458.0,320.1,442.8,542.2,1207,301.9,577.5,664.2,1207,1021,1062,759.1,1107,81.2,168.1,42.6,125.3,174.7,510.9,204.3,466.1,268.3,681.2,664.2,984.0,87.9,191.1,374.2,170.3,442.8,617.8,1107,379.5,159.0,239.3,118.0,308.9,250.6,885.6,363.9,699.1,415.1,648.0,1207,1771,162.9,363.9,759.1,282.6,1476,1897,1771,805.1,520.9,738.0,531.3,1155,718.0,1660,948.8,1207,2214,1771,1562,2952,948.8,984.0,681.2,492.0,1207,984.0,1476,664.2
202609061405,2026-09-06,14,05R,10:28,2026-09-06T10:18:18.935940+09:00,40.1,19.4,27.1,155.5,82.7,97.5,104.8,238.8,36.7,112.2,60.8,249.5,58.5,131.6,78.8,380.0,321.5,128.6,566.8,451.9,38.9,12.1,17.2,118.1,66.4,46.1,57.0,224.4,14.0,37.1,10.3,92.1,24.9,50.1,16.8,162.3,184.7,464.5,244.1,380.0,132.1,146.6,147.3,384.4,162.3,80.7,93.9,238.8,283.4,135.4,274.1,566.8,213.0,123.4,327.8,539.4,304.0,412.8,655.7,815.7,46.3,170.6,60.6,315.5,29.8,76.7,21.5,176.0,244.1,147.3,232.2,608.0,73.5,36.3,179.8,312.5,506.7,344.7,815.7,539.4,72.7,175.1,110.3,312.5,65.0,97.5,40.6,245.9,251.4,160.7,352.0,777.7,130.6,55.6,259.2,398.1,464.5,471.0,1013,777.7,418.0,440.0,815.7,477.7,586.7,1045,727.0,655.7,668.8,929.0,777.7,548.2,1194,631.0,727.0,1114,451.9,777.7,1672,1153
