レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連単_1-2-3,3連単_1-2-4,3連単_1-2-5,3連単_1-2-6,3連単_1-3-2,3連単_1-3-4,3連単_1-3-5,3連単_1-3-6,3連単_1-4-2,3連単_1-4-3,3連単_1-4-5,3連単_1-4-6,3連単_1-5-2,3連単_1-5-3,3連単_1-5-4,3連単_1-5-6,3連単_1-6-2,3連単_1-6-3,3連単_1-6-4,3連単_1-6-5,3連単_2-1-3,3連単_2-1-4,3連単_2-1-5,3連単_2-1-6,3連単_2-3-1,3連単_2-3-4,3連単_2-3-5,3連単_2-3-6,3連単_2-4-1,3連単_2-4-3,3連単_2-4-5,3連単_2-4-6,3連単_2-5-1,3連単_2-5-3,3連単_2-5-4,3連単_2-5-6,3連単_2-6-1,3連単_2-6-3,3連単_2-6-4,3連単_2-6-5,3連単_3-1-2,3連単_3-1-4,3連単_3-1-5,3連単_3-1-6,3連単_3-2-1,3連単_3-2-4,3連単_3-2-5,3連単_3-2-6,3連単_3-4-1,3連単_3-4-2,3連単_3-4-5,3連単_3-4-6,3連単_3-5-1,3連単_3-5-2,3連単_3-5-4,3連単_3-5-6,3連単_3-6-1,3連単_3-6-2,3連単_3-6-4,3連単_3-6-5,3連単_4-1-2,3連単_4-1-3,3連単_4-1-5,3連単_4-1-6,3連単_4-2-1,3連単_4-2-3,3連単_4-2-5,3連単_4-2-6,3連単_4-3-1,3連単_4-3-2,3連単_4-3-5,3連単_4-3-6,3連単_4-5-1,3連単_4-5-2,3連単_4-5-3,3連単_4-5-6,3連単_4-6-1,3連単_4-6-2,3連単_4-6-3,3連単_4-6-5,3連単_5-1-2,3連単_5-1-3,3連単_5-1-4,3連単_5-1-6,3連単_5-2-1,3連単_5-2-3,3連単_5-2-4,3連単_5-2-6,3連単_5-3-1,3連単_5-3-2,3連単_5-3-4,3連単_5-3-6,3連単_5-4-1,3連単_5-4-2,3連単_5-4-3,3連単_5-4-6,3連単_5-6-1,3連単_5-6-2,3連単_5-6-3,3連単_5-6-4,3連単_6-1-2,3連単_6-1-3,3連単_6-1-4,3連単_6-1-5,3連単_6-2-1,3連単_6-2-3,3連単_6-2-4,3連単_6-2-5,3連単_6-3-1,3連単_6-3-2,3連単_6-3-4,3連単_6-3-5,3連単_6-4-1,3連単_6-4-2,3連単_6-4-3,3連単_6-4-5,3連単_6-5-1,3連単_6-5-2,3連単_6-5-3,3連単_6-5-4
202609051001,2026-09-05,10,01R,08:32,2026-09-05T08:22:20.886311+09:00,10.8,4.6,13.9,39.4,33.6,27.5,40.9,113.9,5.4,17.3,9.4,26.6,32.9,67.1,24.2,69.5,106.5,181.8,97.0,130.3,147.5,67.0,140.1,271.5,229.9,574.9,698.1,1861,97.7,685.9,471.0,953.5,403.0,640.9,814.5,1117,868.8,2299,868.8,1861,207.9,209.0,212.4,429.6,231.3,488.7,849.9,831.8,352.2,674.0,930.8,1086,449.3,831.8,909.2,1221,1056,1629,1699,2057,31.3,108.6,33.1,87.8,66.7,507.7,199.4,352.2,328.5,953.5,651.6,1002,64.5,158.2,390.9,198.4,323.1,543.0,1184,507.7,194.5,355.4,128.1,424.9,358.6,1221,592.3,1028,662.6,977.4,1348,1777,153.3,439.2,710.8,601.4,1002,2057,2299,1629,494.8,574.9,558.5,1028,1086,1396,1629,2606,1563,2057,1629,1699,977.4,1448,2057,1954,1303,2443,1629,1861
202609051801,2026-09-05,18,01R,08:44,2026-09-05T08:34:21.640380+09:00,6.5,10.3,9.4,20.1,10.5,15.6,11.5,22.7,27.9,35.7,27.0,51.7,15.6,18.8,24.2,27.3,46.6,51.8,74.9,50.9,94.4,132.6,112.4,211.9,164.6,556.9,606.3,840.3,321.4,704.4,785.2,1113,278.4,760.3,748.4,1019,563.5,1140,1294,1228,118.5,157.5,114.8,177.4,191.6,570.2,570.2,798.3,405.9,725.7,704.4,1088,246.9,614.1,825.8,977.5,465.0,1041,1197,1596,208.2,290.3,153.5,416.5,383.2,638.6,498.9,939.2,493.8,997.9,887.0,1088,317.2,674.6,1260,1041,736.9,1294,2281,958.0,115.4,126.0,193.9,157.5,243.1,352.2,498.9,694.2,276.8,903.7,1064,977.5,313.0,606.3,825.8,1197,249.4,736.9,958.0,1168,267.6,263.1,474.2,224.8,420.1,798.3,1496,1088,465.0,840.3,1019,1019,977.5,1330,1545,1596,303.1,772.5,1113,1330
202609051002,2026-09-05,10,02R,08:58,2026-09-05T08:48:20.406774+09:00,13.9,5.9,16.9,54.9,36.8,49.8,70.5,188.1,19.6,45.0,39.8,115.0,50.6,92.0,89.3,217.8,142.7,230.0,335.6,345.0,21.9,8.6,18.2,78.1,64.0,52.6,113.9,276.0,19.3,49.2,38.8,108.9,54.7,115.0,70.1,264.2,414.0,388.1,443.5,443.5,104.3,108.0,107.0,174.9,124.2,96.2,161.2,172.5,243.5,132.1,828.0,400.6,153.3,191.0,335.6,690.0,540.0,517.5,690.0,1380,43.7,155.2,76.1,243.5,53.0,144.4,95.5,159.2,210.5,185.3,376.3,653.6,124.2,109.9,354.8,335.6,621.0,354.8,1129,828.0,82.2,191.0,159.2,288.8,110.8,225.8,188.1,264.2,282.2,172.5,776.2,1035,214.1,288.8,621.0,376.3,443.5,460.0,955.3,955.3,428.2,376.3,591.4,730.5,540.0,540.0,730.5,690.0,1129,540.0,1035,1035,887.1,955.3,1552,1552,621.0,653.6,955.3,2484
202609051802,2026-09-05,18,02R,09:10,2026-09-05T09:01:11.092763+09:00,24.5,47.2,155.7,54.4,10.7,4.5,16.0,5.6,73.7,15.5,43.4,19.3,177.0,98.1,134.4,161.9,87.0,14.9,28.5,54.5,146.5,231.3,327.2,217.4,253.0,952.7,852.4,376.6,490.8,1295,1079,1295,852.4,1199,1349,2024,588.9,981.6,1542,2159,86.8,31.3,82.6,25.0,255.0,476.3,449.9,330.5,69.2,299.9,255.0,75.1,243.5,647.8,522.4,483.4,62.1,363.9,115.6,289.2,291.8,121.7,197.5,111.3,578.4,1079,830.5,622.9,153.5,925.5,469.4,158.0,302.7,719.8,771.2,462.7,173.2,568.3,189.4,437.7,719.8,314.4,420.6,599.8,1044,875.4,1199,1704,498.3,1044,1012,1079,368.1,1156,1472,899.8,952.7,2024,1619,1245,302.7,66.7,166.9,437.7,599.8,622.9,1349,1905,92.2,531.0,196.3,635.1,276.8,830.5,269.9,1044,771.2,1704,809.8,1472
202609051003,2026-09-05,10,03R,09:24,2026-09-05T09:14:20.584609+09:00,15.0,29.8,81.0,167.1,7.5,10.0,27.2,64.5,44.5,31.6,105.8,235.2,158.8,119.1,272.2,443.1,373.6,276.1,373.6,544.4,42.4,79.7,179.7,302.4,46.4,52.9,160.1,423.4,134.1,89.4,352.8,866.1,322.9,334.3,488.6,1120,1191,762.2,1058,1588,7.9,8.8,26.8,51.2,19.8,24.4,72.1,138.0,21.8,27.6,76.5,130.5,76.2,143.2,121.3,188.6,192.4,352.8,247.4,280.2,154.9,94.8,139.0,312.3,188.6,123.7,352.8,433.0,98.7,110.1,280.2,464.7,250.7,359.5,433.0,705.7,595.5,732.9,762.2,1191,443.1,235.2,405.4,657.1,544.4,614.7,515.0,1002,293.1,414.2,828.5,952.8,453.7,635.2,866.1,1191,1002,1270,1120,1465,866.1,293.1,595.5,1270,1732,657.1,1270,1588,828.5,732.9,705.7,1361,907.4,1465,614.7,1905,952.8,2117,1732,1905
202609051803,2026-09-05,18,03R,09:36,2026-09-05T09:26:25.842033+09:00,13.1,18.8,32.4,18.8,18.2,22.0,24.4,17.1,36.1,38.1,39.7,23.1,41.9,37.8,46.3,21.7,27.4,26.3,27.6,19.7,74.7,97.7,98.8,88.0,177.8,468.0,296.4,296.4,185.2,592.9,404.2,247.0,254.1,296.4,370.5,423.5,167.8,329.3,370.5,555.8,109.7,109.7,93.6,78.0,222.3,206.8,161.7,286.8,164.6,211.7,808.5,296.4,206.8,286.8,370.5,306.6,128.8,317.6,468.0,404.2,127.0,234.0,102.2,95.6,211.7,370.5,261.5,202.1,296.4,404.2,404.2,444.6,228.0,329.3,808.5,277.9,193.3,202.1,423.5,286.8,134.7,107.1,161.7,95.6,286.8,370.5,370.5,317.6,296.4,386.6,468.0,494.0,202.1,386.6,1111,386.6,117.0,247.0,342.0,370.5,76.0,52.3,84.7,55.5,164.6,206.8,216.9,386.6,107.1,211.7,355.7,342.0,202.1,206.8,386.6,286.8,78.7,189.2,202.1,269.5
202609051004,2026-09-05,10,04R,09:50,2026-09-05T09:40:20.849973+09:00,23.3,57.2,51.1,62.2,13.1,20.6,7.1,8.5,88.0,45.5,80.0,86.5,59.4,22.0,115.8,38.5,123.6,35.6,172.3,73.3,104.4,237.1,129.2,190.1,144.0,347.5,320.0,516.9,292.1,448.0,504.0,1185,336.0,438.2,840.0,504.0,530.5,806.4,1008,695.1,30.5,42.4,12.8,16.1,93.7,135.3,188.4,168.0,158.7,237.1,255.1,226.5,36.7,156.2,148.2,54.9,58.2,248.8,248.8,88.0,258.4,184.9,156.2,205.7,330.5,448.0,428.9,395.3,234.4,516.9,403.2,458.1,214.4,448.0,630.0,420.0,420.0,428.9,610.9,840.0,132.6,47.4,183.2,67.4,280.0,305.4,468.8,315.0,67.6,199.6,280.0,104.4,347.5,840.0,630.0,544.8,99.8,258.4,121.4,395.3,272.4,95.5,366.5,219.1,720.0,592.9,1185,650.3,142.9,448.0,530.5,280.0,672.0,1008,840.0,775.4,248.8,504.0,283.9,610.9
202609051804,2026-09-05,18,04R,10:02,2026-09-05T09:52:21.303949+09:00,4.0,9.8,10.0,27.7,12.3,37.3,30.1,71.4,28.0,61.8,72.8,164.8,28.5,52.0,63.4,164.8,104.0,169.5,219.7,329.6,14.2,35.1,20.0,55.9,55.1,141.2,98.0,182.5,113.0,275.9,215.7,515.9,91.9,144.7,237.3,339.0,171.9,329.6,624.5,370.8,57.0,101.4,79.6,150.2,104.0,136.3,136.3,320.7,228.2,223.8,659.2,847.6,188.3,242.1,320.7,593.3,659.2,515.9,988.8,1078,188.3,296.6,152.1,237.3,204.5,339.0,197.7,339.0,409.1,494.4,515.9,791.1,247.2,382.7,912.8,1186,515.9,439.5,847.6,912.8,115.2,121.0,237.3,370.8,156.1,304.2,370.8,593.3,282.5,494.4,474.6,912.8,257.9,494.4,912.8,912.8,1078,847.6,1695,1483,269.6,263.7,439.5,741.6,289.4,515.9,988.8,698.0,474.6,515.9,1078,912.8,539.3,659.2,1186,1695,565.0,988.8,698.0,1977
202609051005,2026-09-05,10,05R,10:18,2026-09-05T10:08:21.569961+09:00,54.7,19.1,134.4,61.9,73.8,65.2,153.8,147.7,16.9,39.9,112.6,36.9,252.8,284.1,324.3,489.1,150.7,292.5,136.8,596.7,76.5,31.4,184.1,72.0,117.4,55.4,292.5,118.8,28.2,35.3,119.3,19.6,342.9,523.5,324.3,563.0,157.0,177.6,52.9,532.8,133.2,93.5,176.5,180.8,162.1,48.6,227.7,132.6,102.5,47.8,192.5,63.4,307.6,377.7,268.8,432.4,368.3,242.5,153.0,962.5,19.4,62.0,74.2,31.3,19.4,26.3,69.2,11.2,89.8,47.4,163.0,50.4,105.0,113.0,227.7,90.4,40.8,15.5,47.5,77.5,585.0,459.0,397.8,852.5,585.0,765.1,563.0,852.5,621.6,648.6,1028,1356,392.6,403.2,608.9,363.8,1147,1065,1864,621.6,246.6,339.0,236.8,710.4,268.8,266.4,69.5,473.6,621.6,317.4,238.7,962.5,190.0,63.3,202.9,426.2,806.4,693.9,1297,745.9
202609051805,2026-09-05,18,05R,10:29,2026-09-05T10:20:25.346338+09:00,8.1,49.8,61.9,20.4,8.1,37.4,41.6,12.2,94.6,97.1,173.4,221.0,107.1,125.5,140.3,233.4,40.6,31.8,217.1,186.3,19.3,113.5,114.0,38.4,25.4,174.6,107.1,25.2,257.4,416.2,555.0,409.4,337.5,308.3,675.0,384.2,71.5,52.8,351.7,268.5,16.2,94.9,81.8,24.3,25.0,124.8,88.8,21.5,260.1,262.9,675.0,242.4,155.1,172.2,446.0,223.0,39.1,31.3,219.0,137.2,337.5,416.2,312.2,346.9,446.0,489.7,756.8,361.9,509.7,567.6,675.0,594.6,594.6,1135,1469,1784,925.0,423.3,780.5,1665,409.4,260.1,499.5,471.2,594.6,542.9,594.6,780.5,499.5,675.0,1135,624.4,542.9,999.0,1665,1314,1135,756.8,925.0,1921,97.9,84.9,624.4,624.4,114.0,77.3,580.8,471.2,85.5,61.9,520.3,221.0,832.5,624.4,999.0,1387,542.9,462.5,640.4,1248
