レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202604290301,2026-04-29,03,01R,,backfill-from-daily,,52.5,0.0,7.01,0.5,53.9,0.0,6.76,0.0,52.0,0.0,6.92,0.0,52.6,0.0,6.92,0.5,56.4,0.0,7.0,0.5,53.7,0.0,6.89,0.5
202604290302,2026-04-29,03,02R,,backfill-from-daily,,53.2,0.0,7.02,0.5,56.4,0.0,6.9,0.0,53.9,0.0,7.0,0.5,53.3,0.0,7.02,0.5,54.2,0.0,7.04,0.0,52.2,0.0,7.04,0.5
202604290303,2026-04-29,03,03R,,backfill-from-daily,,53.3,0.0,6.89,0.5,51.5,0.5,6.97,0.5,50.5,1.5,6.87,1.0,54.5,0.0,6.96,0.0,51.0,1.0,6.93,0.5,52.2,0.0,6.94,0.0
202604290304,2026-04-29,03,04R,,backfill-from-daily,,52.6,0.0,6.91,0.5,52.7,0.0,6.87,0.5,53.3,0.0,6.89,0.5,55.9,0.0,7.0,0.5,52.0,0.0,6.98,0.5,50.5,1.5,6.8,0.5
202604290305,2026-04-29,03,05R,,backfill-from-daily,,53.0,0.0,6.86,0.5,55.3,0.0,7.03,0.5,52.8,0.0,6.95,0.5,53.7,0.0,6.95,0.5,52.9,0.0,7.03,0.5,52.8,0.0,6.95,0.5
202604290306,2026-04-29,03,06R,,backfill-from-daily,,54.2,0.0,6.8,0.0,52.9,0.0,6.89,0.5,52.7,0.0,6.98,0.5,52.4,0.0,6.88,0.5,52.0,0.0,6.99,0.0,54.7,0.0,7.04,0.5
202604290307,2026-04-29,03,07R,,backfill-from-daily,,50.5,1.5,6.81,0.5,52.1,0.0,6.87,1.0,56.4,0.0,6.91,0.5,56.4,0.0,7.06,0.5,52.6,0.0,7.06,0.5,53.0,0.0,6.97,0.5
202604290308,2026-04-29,03,08R,,backfill-from-daily,,52.0,0.0,6.86,0.0,52.0,0.0,6.94,0.5,52.0,0.0,6.98,0.5,53.0,0.0,6.93,0.5,53.9,0.0,7.03,0.5,52.2,0.0,7.01,0.0
202604290309,2026-04-29,03,09R,,backfill-from-daily,,53.9,0.0,6.9,0.0,52.0,0.0,6.91,0.5,53.5,0.0,7.0,0.5,53.4,0.0,7.02,1.0,52.8,0.0,6.95,1.0,53.3,0.0,7.08,0.5
202604290310,2026-04-29,03,10R,,backfill-from-daily,,51.5,0.5,6.94,0.5,52.8,0.0,6.94,1.0,52.1,0.0,6.75,1.0,53.2,0.0,7.09,0.5,55.9,0.0,6.99,0.0,52.7,0.0,7.02,0.5
202604290311,2026-04-29,03,11R,,backfill-from-daily,,52.4,0.0,6.85,0.5,52.9,0.0,7.0,0.5,51.0,1.0,6.95,0.5,53.3,0.0,6.94,1.0,54.5,0.0,7.03,0.5,52.7,0.0,6.96,1.0
202604290312,2026-04-29,03,12R,,backfill-from-daily,,55.3,0.0,6.87,1.0,52.0,0.0,6.82,0.0,52.1,0.0,6.89,0.5,55.6,0.0,6.88,1.5,52.1,0.0,6.96,1.0,53.3,0.0,6.91,0.5
202604290501,2026-04-29,05,01R,,backfill-from-daily,,51.5,0.5,6.76,0.0,52.6,0.0,6.7,0.0,50.5,1.5,6.8,0.0,52.0,0.0,6.8,0.0,46.0,1.0,6.82,0.0,52.0,0.0,6.6,1.5
202604290502,2026-04-29,05,02R,,backfill-from-daily,,52.4,0.0,6.71,0.0,51.5,0.5,6.81,0.0,52.0,0.0,6.73,0.0,52.3,0.0,6.77,0.0,52.2,0.0,6.78,0.0,51.0,1.0,6.7,0.0
202604290503,2026-04-29,05,03R,,backfill-from-daily,,52.3,0.0,6.77,0.0,52.0,0.0,6.74,0.0,53.7,0.0,6.75,0.0,52.0,0.0,6.75,0.0,46.5,0.5,6.72,0.0,56.4,0.0,6.79,0.0
202604290504,2026-04-29,05,04R,,backfill-from-daily,,49.9,0.0,6.76,0.0,52.0,0.0,6.72,0.0,52.0,0.0,6.81,-0.5,52.3,0.0,6.79,0.0,52.7,0.0,6.84,-0.5,46.5,0.5,6.79,0.0
202604290505,2026-04-29,05,05R,,backfill-from-daily,,52.0,0.0,6.83,0.0,47.6,0.0,6.81,0.0,52.2,0.0,6.73,0.0,54.2,0.0,6.74,0.0,52.3,0.0,6.75,0.0,52.4,0.0,6.78,0.0
