記録日,場コード,モーター番号,節,節最終日,走行日,日次,走,級別,グレード分類,進入,着順,生得点,セルμ,セルσ,残差z,減衰重み
2026-08-25,01,17,1,2026-08-05,2026-07-31,1,2,B1,全,4,5,20,40.2255,32.1703,-0.628702,0.749154
2026-08-25,01,17,1,2026-08-05,2026-08-01,2,1,B1,全,3,3,60,45.1319,33.2984,0.446511,0.757858
2026-08-25,01,17,1,2026-08-05,2026-08-02,3,1,B1,全,1,1,100,69.8051,32.8965,0.917877,0.766664
2026-08-25,01,17,1,2026-08-05,2026-08-02,3,2,B1,全,5,2,80,35.7689,30.1501,1.467028,0.766664
2026-08-25,01,17,1,2026-08-05,2026-08-03,4,1,B1,全,5,2,80,35.7689,30.1501,1.467028,0.775572
2026-08-25,01,17,1,2026-08-05,2026-08-04,5,1,B1,全,4,2,80,40.2255,32.1703,1.236373,0.784584
2026-08-25,01,17,1,2026-08-05,2026-08-04,5,2,B1,全,3,6,0,45.1319,33.2984,-1.355377,0.784584
2026-08-25,01,17,2,2026-07-27,2026-07-23,1,1,A2,G2_G3_一般,4,2,60,39.7342,23.7179,0.854453,0.68302
2026-08-25,01,17,2,2026-07-27,2026-07-23,1,2,A2,G2_G3_一般,1,3,45,61.7774,20.5266,-0.817348,0.68302
2026-08-25,01,17,2,2026-07-27,2026-07-24,2,1,A2,G2_G3_一般,6,5,15,26.0245,22.1916,-0.496789,0.690956
2026-08-25,01,17,2,2026-07-27,2026-07-24,2,2,A2,G2_G3_一般,2,2,60,45.2912,23.4355,0.627629,0.690956
2026-08-25,01,17,2,2026-07-27,2026-07-25,3,1,A2,G2_G3_一般,3,2,60,43.9418,25.3495,0.633472,0.698985
2026-08-25,01,17,2,2026-07-27,2026-07-25,3,2,A2,G2_G3_一般,5,1,75,34.6041,22.3053,1.811049,0.698985
2026-08-25,01,17,2,2026-07-27,2026-07-26,4,1,A2,G2_G3_一般,4,4,30,39.7342,23.7179,-0.410416,0.707107
2026-08-25,01,17,2,2026-07-27,2026-07-26,4,2,A2,G2_G3_一般,4,2,60,39.7342,23.7179,0.854453,0.707107
2026-08-25,01,17,3,2026-07-19,2026-07-14,1,1,B1,全,4,3,60,40.2255,32.1703,0.614681,0.615572
2026-08-25,01,17,3,2026-07-19,2026-07-15,2,1,B1,全,1,6,0,69.8051,32.8965,-2.121962,0.622725
2026-08-25,01,17,3,2026-07-19,2026-07-15,2,2,B1,全,5,1,100,35.7689,30.1501,2.130375,0.622725
2026-08-25,01,17,3,2026-07-19,2026-07-16,3,1,B1,全,2,2,80,47.1708,32.6512,1.005452,0.629961
2026-08-25,01,17,3,2026-07-19,2026-07-16,3,2,B1,全,3,4,40,45.1319,33.2984,-0.154118,0.629961
2026-08-25,01,17,3,2026-07-19,2026-07-17,4,1,B1,全,4,3,60,40.2255,32.1703,0.614681,0.63728
2026-08-25,01,17,3,2026-07-19,2026-07-18,5,1,B1,全,3,3,60,45.1319,33.2984,0.446511,0.644685
2026-08-25,01,17,3,2026-07-19,2026-07-18,5,2,B1,全,6,3,60,25.0893,25.8447,1.350788,0.644685
2026-08-25,01,17,4,2026-07-09,2026-07-04,1,1,A2,G2_G3_一般,2,5,15,45.2912,23.4355,-1.292538,0.548412
2026-08-25,01,17,4,2026-07-09,2026-07-05,2,1,A2,G2_G3_一般,5,5,15,34.6041,22.3053,-0.878898,0.554785
2026-08-25,01,17,4,2026-07-09,2026-07-05,2,2,A2,G2_G3_一般,5,3,45,34.6041,22.3053,0.466075,0.554785
2026-08-25,01,17,4,2026-07-09,2026-07-06,3,2,A2,G2_G3_一般,1,1,75,61.7774,20.5266,0.644168,0.561231
2026-08-25,01,17,4,2026-07-09,2026-07-07,4,1,A2,G2_G3_一般,5,5,15,34.6041,22.3053,-0.878898,0.567752
2026-08-25,01,17,4,2026-07-09,2026-07-07,4,2,A2,G2_G3_一般,4,3,45,39.7342,23.7179,0.222018,0.567752
2026-08-25,01,17,4,2026-07-09,2026-07-08,5,1,A2,G2_G3_一般,4,2,60,39.7342,23.7179,0.854453,0.574349
2026-08-25,01,17,4,2026-07-09,2026-07-08,5,2,A2,G2_G3_一般,3,1,75,43.9418,25.3495,1.2252,0.574349
2026-08-25,01,17,5,2026-06-30,2026-06-25,1,1,A2,G2_G3_一般,3,2,60,43.9418,25.3495,0.633472,0.494257
2026-08-25,01,17,5,2026-06-30,2026-06-26,2,1,A2,G2_G3_一般,5,1,75,34.6041,22.3053,1.811049,0.5
2026-08-25,01,17,5,2026-06-30,2026-06-26,2,2,A2,G2_G3_一般,4,4,30,39.7342,23.7179,-0.410416,0.5
2026-08-25,01,17,5,2026-06-30,2026-06-27,3,1,A2,G2_G3_一般,2,3,45,45.2912,23.4355,-0.012426,0.50581
2026-08-25,01,17,5,2026-06-30,2026-06-27,3,2,A2,G2_G3_一般,6,4,30,26.0245,22.1916,0.179144,0.50581
2026-08-25,01,17,5,2026-06-30,2026-06-28,4,1,A2,G2_G3_一般,1,1,75,61.7774,20.5266,0.644168,0.511687
2026-08-25,01,17,5,2026-06-30,2026-06-28,4,2,A2,G2_G3_一般,2,5,15,45.2912,23.4355,-1.292538,0.511687
2026-08-25,01,17,5,2026-06-30,2026-06-29,5,1,A2,G2_G3_一般,5,4,30,34.6041,22.3053,-0.206411,0.517632
2026-08-25,01,17,5,2026-06-30,2026-06-29,5,2,A2,G2_G3_一般,2,6,0,45.2912,23.4355,-1.932594,0.517632
2026-08-25,01,20,0,2026-08-16,2026-08-11,1,2,A1,G2_G3_一般,1,1,50,44.5245,12.0334,0.455026,0.850667
2026-08-25,01,20,0,2026-08-16,2026-08-12,2,1,A1,G2_G3_一般,6,5,10,21.8233,16.3896,-0.721392,0.860551
2026-08-25,01,20,0,2026-08-16,2026-08-12,2,2,A1,G2_G3_一般,3,2,40,32.0963,17.5109,0.451361,0.860551
2026-08-25,01,20,0,2026-08-16,2026-08-13,3,2,A1,G2_G3_一般,3,2,40,32.0963,17.5109,0.451361,0.870551
2026-08-25,01,20,0,2026-08-16,2026-08-14,4,1,A1,G2_G3_一般,4,2,40,30.8912,16.4154,0.554895,0.880666
2026-08-25,01,20,0,2026-08-16,2026-08-14,4,2,A1,G2_G3_一般,3,3,30,32.0963,17.5109,-0.119713,0.880666
2026-08-25,01,20,0,2026-08-16,2026-08-15,5,2,A1,G2_G3_一般,3,2,40,32.0963,17.5109,0.451361,0.890899
2026-08-25,01,20,1,2026-08-05,2026-07-31,1,1,B1,全,3,6,0,45.1319,33.2984,-1.355377,0.749154
2026-08-25,01,20,1,2026-08-05,2026-07-31,1,2,B1,全,6,6,0,25.0893,25.8447,-0.970771,0.749154
2026-08-25,01,20,1,2026-08-05,2026-08-01,2,1,B1,全,2,3,60,47.1708,32.6512,0.392917,0.757858
2026-08-25,01,20,1,2026-08-05,2026-08-02,3,2,B1,全,4,3,60,40.2255,32.1703,0.614681,0.766664
2026-08-25,01,20,1,2026-08-05,2026-08-03,4,1,B1,全,1,1,100,69.8051,32.8965,0.917877,0.775572
2026-08-25,01,20,1,2026-08-05,2026-08-03,4,2,B1,全,5,5,20,35.7689,30.1501,-0.523013,0.775572
2026-08-25,01,20,1,2026-08-05,2026-08-04,5,2,B1,全,6,6,0,25.0893,25.8447,-0.970771,0.784584
2026-08-25,01,20,2,2026-07-19,2026-07-14,1,2,B1,全,6,2,80,25.0893,25.8447,2.124641,0.615572
2026-08-25,01,20,2,2026-07-19,2026-07-15,2,1,B1,全,4,6,0,40.2255,32.1703,-1.250394,0.622725
2026-08-25,01,20,2,2026-07-19,2026-07-15,2,2,B1,全,5,3,60,35.7689,30.1501,0.803681,0.622725
2026-08-25,01,20,2,2026-07-19,2026-07-16,3,1,B1,全,6,4,40,25.0893,25.8447,0.576935,0.629961
2026-08-25,01,20,2,2026-07-19,2026-07-17,4,1,B1,全,6,5,20,25.0893,25.8447,-0.196918,0.63728
2026-08-25,01,20,2,2026-07-19,2026-07-17,4,2,B1,全,5,6,0,35.7689,30.1501,-1.18636,0.63728
2026-08-25,01,20,2,2026-07-19,2026-07-18,5,2,B1,全,6,6,0,25.0893,25.8447,-0.970771,0.644685
2026-08-25,01,20,3,2026-06-30,2026-06-25,1,1,A1,G2_G3_一般,4,3,30,30.8912,16.4154,-0.05429,0.494257
2026-08-25,01,20,3,2026-06-30,2026-06-25,1,2,A1,G2_G3_一般,6,5,10,21.8233,16.3896,-0.721392,0.494257
2026-08-25,01,20,3,2026-06-30,2026-06-26,2,2,A1,G2_G3_一般,3,3,30,32.0963,17.5109,-0.119713,0.5
2026-08-25,01,20,3,2026-06-30,2026-06-27,3,1,A1,G2_G3_一般,5,2,40,27.4707,16.4431,0.76198,0.50581
2026-08-25,01,20,3,2026-06-30,2026-06-27,3,2,A1,G2_G3_一般,1,1,50,44.5245,12.0334,0.455026,0.50581
2026-08-25,01,20,3,2026-06-30,2026-06-28,4,1,A1,G2_G3_一般,4,3,30,30.8912,16.4154,-0.05429,0.511687
2026-08-25,01,20,3,2026-06-30,2026-06-28,4,2,A1,G2_G3_一般,2,4,20,33.5363,16.2999,-0.830456,0.511687
2026-08-25,01,20,3,2026-06-30,2026-06-29,5,1,A1,G2_G3_一般,2,3,30,33.5363,16.2999,-0.216955,0.517632
2026-08-25,01,20,3,2026-06-30,2026-06-29,5,2,A1,G2_G3_一般,4,6,0,30.8912,16.4154,-1.881844,0.517632
2026-08-25,01,20,4,2026-06-10,2026-06-05,1,1,A1,G2_G3_一般,4,3,30,30.8912,16.4154,-0.05429,0.392292
2026-08-25,01,20,4,2026-06-10,2026-06-05,1,2,A1,G2_G3_一般,1,1,50,44.5245,12.0334,0.455026,0.392292
2026-08-25,01,20,4,2026-06-10,2026-06-06,2,1,A1,G2_G3_一般,3,1,50,32.0963,17.5109,1.022435,0.39685
2026-08-25,01,20,4,2026-06-10,2026-06-06,2,2,A1,G2_G3_一般,5,6,0,27.4707,16.4431,-1.670652,0.39685
2026-08-25,01,20,4,2026-06-10,2026-06-07,3,2,A1,G2_G3_一般,3,2,40,32.0963,17.5109,0.451361,0.401461
2026-08-25,01,20,4,2026-06-10,2026-06-08,4,1,A1,G2_G3_一般,3,2,40,32.0963,17.5109,0.451361,0.406126
2026-08-25,01,20,4,2026-06-10,2026-06-08,4,2,A1,G2_G3_一般,2,2,40,33.5363,16.2999,0.396546,0.406126
2026-08-25,01,20,4,2026-06-10,2026-06-09,5,1,A1,G2_G3_一般,1,1,50,44.5245,12.0334,0.455026,0.410845
2026-08-25,01,20,4,2026-06-10,2026-06-09,5,2,A1,G2_G3_一般,2,4,20,33.5363,16.2999,-0.830456,0.410845
2026-08-25,01,21,0,2026-08-16,2026-08-11,1,2,A1,G2_G3_一般,5,4,20,27.4707,16.4431,-0.454336,0.850667
2026-08-25,01,21,0,2026-08-16,2026-08-12,2,1,A1,G2_G3_一般,2,2,40,33.5363,16.2999,0.396546,0.860551
2026-08-25,01,21,0,2026-08-16,2026-08-12,2,2,A1,G2_G3_一般,1,2,40,44.5245,12.0334,-0.375995,0.860551
2026-08-25,01,21,0,2026-08-16,2026-08-13,3,1,A1,G2_G3_一般,1,1,50,44.5245,12.0334,0.455026,0.870551
2026-08-25,01,21,0,2026-08-16,2026-08-13,3,2,A1,G2_G3_一般,1,1,50,44.5245,12.0334,0.455026,0.870551
2026-08-25,01,21,0,2026-08-16,2026-08-14,4,2,A1,G2_G3_一般,2,2,40,33.5363,16.2999,0.396546,0.880666
2026-08-25,01,21,0,2026-08-16,2026-08-15,5,2,A1,G2_G3_一般,1,3,30,44.5245,12.0334,-1.207015,0.890899
2026-08-25,01,21,1,2026-07-19,2026-07-14,1,2,A2,G2_G3_一般,3,3,45,43.9418,25.3495,0.041744,0.615572
2026-08-25,01,21,1,2026-07-19,2026-07-15,2,1,A2,G2_G3_一般,4,1,75,39.7342,23.7179,1.486888,0.622725
2026-08-25,01,21,1,2026-07-19,2026-07-15,2,2,A2,G2_G3_一般,1,3,45,61.7774,20.5266,-0.817348,0.622725
2026-08-25,01,21,1,2026-07-19,2026-07-16,3,1,A2,G2_G3_一般,2,5,15,45.2912,23.4355,-1.292538,0.629961
2026-08-25,01,21,1,2026-07-19,2026-07-16,3,2,A2,G2_G3_一般,6,6,0,26.0245,22.1916,-1.172722,0.629961
2026-08-25,01,21,1,2026-07-19,2026-07-17,4,2,A2,G2_G3_一般,5,3,45,34.6041,22.3053,0.466075,0.63728
2026-08-25,01,21,1,2026-07-19,2026-07-18,5,1,A2,G2_G3_一般,5,5,15,34.6041,22.3053,-0.878898,0.644685
2026-08-25,01,21,1,2026-07-19,2026-07-18,5,2,A2,G2_G3_一般,4,2,60,39.7342,23.7179,0.854453,0.644685
2026-08-25,01,21,2,2026-07-09,2026-07-04,1,1,B1,全,1,1,100,69.8051,32.8965,0.917877,0.548412
2026-08-25,01,21,2,2026-07-09,2026-07-04,1,2,B1,全,5,5,20,35.7689,30.1501,-0.523013,0.548412
2026-08-25,01,21,2,2026-07-09,2026-07-05,2,1,B1,全,3,2,80,45.1319,33.2984,1.04714,0.554785
2026-08-25,01,21,2,2026-07-09,2026-07-06,3,1,B1,全,2,6,0,47.1708,32.6512,-1.444689,0.561231
2026-08-25,01,21,2,2026-07-09,2026-07-06,3,2,B1,全,4,5,20,40.2255,32.1703,-0.628702,0.561231
2026-08-25,01,21,2,2026-07-09,2026-07-07,4,2,B1,全,4,6,0,40.2255,32.1703,-1.250394,0.567752
2026-08-25,01,21,2,2026-07-09,2026-07-08,5,2,B1,全,3,6,0,45.1319,33.2984,-1.355377,0.574349
2026-08-25,01,21,3,2026-06-30,2026-06-25,1,2,B1,全,6,6,0,25.0893,25.8447,-0.970771,0.494257
2026-08-25,01,21,3,2026-06-30,2026-06-26,2,1,B1,全,1,5,20,69.8051,32.8965,-1.513994,0.5
2026-08-25,01,21,3,2026-06-30,2026-06-26,2,2,B1,全,4,6,0,40.2255,32.1703,-1.250394,0.5
2026-08-25,01,21,3,2026-06-30,2026-06-27,3,1,B1,全,6,6,0,25.0893,25.8447,-0.970771,0.50581
2026-08-25,01,21,3,2026-06-30,2026-06-27,3,2,B1,全,5,5,20,35.7689,30.1501,-0.523013,0.50581
2026-08-25,01,21,3,2026-06-30,2026-06-28,4,1,B1,全,4,4,40,40.2255,32.1703,-0.007011,0.511687
2026-08-25,01,21,3,2026-06-30,2026-06-29,5,1,B1,全,6,4,40,25.0893,25.8447,0.576935,0.517632
2026-08-25,01,21,4,2026-06-18,2026-06-18,1,1,B1,全,1,5,20,69.8051,32.8965,-1.513994,0.455861
2026-08-25,01,21,4,2026-06-18,2026-06-18,1,2,B1,全,2,6,0,47.1708,32.6512,-1.444689,0.455861
2026-08-25,01,21,4,2026-06-18,2026-06-18,2,1,B1,全,3,5,20,45.1319,33.2984,-0.754747,0.455861
2026-08-25,01,21,4,2026-06-18,2026-06-18,3,1,B1,全,4,5,20,40.2255,32.1703,-0.628702,0.455861
2026-08-25,01,21,4,2026-06-18,2026-06-18,4,1,B1,全,2,3,60,47.1708,32.6512,0.392917,0.455861
2026-08-25,01,21,4,2026-06-18,2026-06-18,4,2,B1,全,3,2,80,45.1319,33.2984,1.04714,0.455861
2026-08-25,01,21,5,2026-06-16,2026-06-14,1,1,B1,全,1,5,20,69.8051,32.8965,-1.513994,0.435275
2026-08-25,01,21,5,2026-06-16,2026-06-14,1,2,B1,全,2,6,0,47.1708,32.6512,-1.444689,0.435275
2026-08-25,01,21,5,2026-06-16,2026-06-15,2,1,B1,全,3,5,20,45.1319,33.2984,-0.754747,0.440333
2026-08-25,01,24,0,2026-08-16,2026-08-11,1,1,B1,全,1,1,100,69.8051,32.8965,0.917877,0.850667
2026-08-25,01,24,0,2026-08-16,2026-08-12,2,1,B1,全,2,2,80,47.1708,32.6512,1.005452,0.860551
2026-08-25,01,24,0,2026-08-16,2026-08-12,2,2,B1,全,5,5,20,35.7689,30.1501,-0.523013,0.860551
2026-08-25,01,24,0,2026-08-16,2026-08-13,3,1,B1,全,6,6,0,25.0893,25.8447,-0.970771,0.870551
2026-08-25,01,24,0,2026-08-16,2026-08-14,4,1,B1,全,4,2,80,40.2255,32.1703,1.236373,0.880666
2026-08-25,01,24,0,2026-08-16,2026-08-15,5,2,B1,全,6,6,0,25.0893,25.8447,-0.970771,0.890899
2026-08-25,01,24,1,2026-08-05,2026-07-31,1,1,B1,全,1,2,80,69.8051,32.8965,0.309909,0.749154
2026-08-25,01,24,1,2026-08-05,2026-08-01,2,1,B1,全,6,4,40,25.0893,25.8447,0.576935,0.757858
2026-08-25,01,24,1,2026-08-05,2026-08-01,2,2,B1,全,5,5,20,35.7689,30.1501,-0.523013,0.757858
2026-08-25,01,24,1,2026-08-05,2026-08-02,3,1,B1,全,3,3,60,45.1319,33.2984,0.446511,0.766664
2026-08-25,01,24,1,2026-08-05,2026-08-02,3,2,B1,全,4,5,20,40.2255,32.1703,-0.628702,0.766664
2026-08-25,01,24,1,2026-08-05,2026-08-03,4,2,B1,全,2,1,100,47.1708,32.6512,1.617987,0.775572
2026-08-25,01,24,1,2026-08-05,2026-08-04,5,2,B1,全,4,2,80,40.2255,32.1703,1.236373,0.784584
2026-08-25,01,24,2,2026-07-27,2026-07-23,1,1,B1,全,1,5,20,69.8051,32.8965,-1.513994,0.68302
2026-08-25,01,24,2,2026-07-27,2026-07-24,2,1,B1,全,3,4,40,45.1319,33.2984,-0.154118,0.690956
2026-08-25,01,24,2,2026-07-27,2026-07-24,2,2,B1,全,5,5,20,35.7689,30.1501,-0.523013,0.690956
2026-08-25,01,24,2,2026-07-27,2026-07-25,3,1,B1,全,4,4,40,40.2255,32.1703,-0.007011,0.698985
2026-08-25,01,24,2,2026-07-27,2026-07-26,4,1,B1,全,5,4,40,35.7689,30.1501,0.140334,0.707107
2026-08-25,01,24,3,2026-07-19,2026-07-14,1,1,A2,G2_G3_一般,3,2,60,43.9418,25.3495,0.633472,0.615572
2026-08-25,01,24,3,2026-07-19,2026-07-14,1,2,A2,G2_G3_一般,1,1,75,61.7774,20.5266,0.644168,0.615572
2026-08-25,01,24,3,2026-07-19,2026-07-15,2,2,A2,G2_G3_一般,4,3,45,39.7342,23.7179,0.222018,0.622725
2026-08-25,01,24,3,2026-07-19,2026-07-16,3,1,A2,G2_G3_一般,2,2,60,45.2912,23.4355,0.627629,0.629961
2026-08-25,01,24,3,2026-07-19,2026-07-16,3,2,A2,G2_G3_一般,5,6,0,34.6041,22.3053,-1.551384,0.629961
2026-08-25,01,24,3,2026-07-19,2026-07-17,4,1,A2,G2_G3_一般,2,1,75,45.2912,23.4355,1.267685,0.63728
2026-08-25,01,24,3,2026-07-19,2026-07-18,5,1,A2,G2_G3_一般,5,5,15,34.6041,22.3053,-0.878898,0.644685
2026-08-25,01,24,3,2026-07-19,2026-07-18,5,2,A2,G2_G3_一般,2,3,45,45.2912,23.4355,-0.012426,0.644685
2026-08-25,01,24,4,2026-07-09,2026-07-04,1,1,B1,全,3,2,80,45.1319,33.2984,1.04714,0.548412
2026-08-25,01,24,4,2026-07-09,2026-07-04,1,2,B1,全,6,3,60,25.0893,25.8447,1.350788,0.548412
2026-08-25,01,24,4,2026-07-09,2026-07-05,2,2,B1,全,4,5,20,40.2255,32.1703,-0.628702,0.554785
2026-08-25,01,24,4,2026-07-09,2026-07-06,3,1,B1,全,5,3,60,35.7689,30.1501,0.803681,0.561231
2026-08-25,01,24,4,2026-07-09,2026-07-06,3,2,B1,全,1,1,100,69.8051,32.8965,0.917877,0.561231
2026-08-25,01,24,4,2026-07-09,2026-07-07,4,1,B1,全,3,2,80,45.1319,33.2984,1.04714,0.567752
2026-08-25,01,24,4,2026-07-09,2026-07-07,4,2,B1,全,5,5,20,35.7689,30.1501,-0.523013,0.567752
2026-08-25,01,24,4,2026-07-09,2026-07-08,5,1,B1,全,2,5,20,47.1708,32.6512,-0.832154,0.574349
2026-08-25,01,24,4,2026-07-09,2026-07-08,5,2,B1,全,4,4,40,40.2255,32.1703,-0.007011,0.574349
2026-08-25,01,24,5,2026-06-30,2026-06-25,1,1,B1,全,5,1,100,35.7689,30.1501,2.130375,0.494257
2026-08-25,01,24,5,2026-06-30,2026-06-26,2,1,B1,全,3,1,100,45.1319,33.2984,1.647769,0.5
2026-08-25,01,24,5,2026-06-30,2026-06-26,2,2,B1,全,4,3,60,40.2255,32.1703,0.614681,0.5
2026-08-25,01,24,5,2026-06-30,2026-06-27,3,1,B1,全,4,2,80,40.2255,32.1703,1.236373,0.50581
2026-08-25,01,24,5,2026-06-30,2026-06-27,3,2,B1,全,6,3,60,25.0893,25.8447,1.350788,0.50581
2026-08-25,01,24,5,2026-06-30,2026-06-28,4,1,B1,全,1,2,80,69.8051,32.8965,0.309909,0.511687
2026-08-25,01,24,5,2026-06-30,2026-06-28,4,2,B1,全,5,3,60,35.7689,30.1501,0.803681,0.511687
2026-08-25,01,24,5,2026-06-30,2026-06-29,5,1,B1,全,6,5,20,25.0893,25.8447,-0.196918,0.517632
2026-08-25,01,24,5,2026-06-30,2026-06-29,5,2,B1,全,1,2,80,69.8051,32.8965,0.309909,0.517632
2026-08-25,01,25,0,2026-08-16,2026-08-11,1,1,A1,G2_G3_一般,6,5,10,21.8233,16.3896,-0.721392,0.850667
2026-08-25,01,25,0,2026-08-16,2026-08-11,1,2,A1,G2_G3_一般,2,5,10,33.5363,16.2999,-1.443956,0.850667
2026-08-25,01,25,0,2026-08-16,2026-08-12,2,2,A1,G2_G3_一般,4,2,40,30.8912,16.4154,0.554895,0.860551
2026-08-25,01,25,0,2026-08-16,2026-08-13,3,1,A1,G2_G3_一般,1,2,40,44.5245,12.0334,-0.375995,0.870551
2026-08-25,01,25,0,2026-08-16,2026-08-13,3,2,A1,G2_G3_一般,3,5,10,32.0963,17.5109,-1.261861,0.870551
2026-08-25,01,25,0,2026-08-16,2026-08-14,4,2,A1,G2_G3_一般,4,3,30,30.8912,16.4154,-0.05429,0.880666
2026-08-25,01,25,0,2026-08-16,2026-08-15,5,1,A1,G2_G3_一般,5,3,30,27.4707,16.4431,0.153822,0.890899
2026-08-25,01,25,0,2026-08-16,2026-08-15,5,2,A1,G2_G3_一般,1,2,40,44.5245,12.0334,-0.375995,0.890899
2026-08-25,01,25,1,2026-08-05,2026-07-31,1,1,B2,全,5,6,0,29.9509,37.4493,-0.799771,0.749154
2026-08-25,01,25,1,2026-08-05,2026-07-31,1,2,B2,全,4,5,25,34.5335,39.5254,-0.241199,0.749154
2026-08-25,01,25,1,2026-08-05,2026-08-01,2,1,B2,全,1,1,125,80.0,46.802,0.961498,0.757858
2026-08-25,01,25,1,2026-08-05,2026-08-02,3,2,B2,全,3,4,50,43.9802,45.1338,0.133377,0.766664
2026-08-25,01,25,1,2026-08-05,2026-08-03,4,1,B2,全,6,1,125,13.9761,27.2611,4.072616,0.775572
2026-08-25,01,25,1,2026-08-05,2026-08-03,4,2,B2,全,2,5,25,47.4615,42.6445,-0.526716,0.775572
2026-08-25,01,25,1,2026-08-05,2026-08-04,5,1,B2,全,6,4,50,13.9761,27.2611,1.321442,0.784584
2026-08-25,01,25,1,2026-08-05,2026-08-04,5,2,B2,全,4,1,125,34.5335,39.5254,2.28882,0.784584
2026-08-25,01,25,2,2026-07-27,2026-07-23,1,1,A2,G2_G3_一般,4,4,30,39.7342,23.7179,-0.410416,0.68302
2026-08-25,01,25,2,2026-07-27,2026-07-23,1,2,A2,G2_G3_一般,1,1,75,61.7774,20.5266,0.644168,0.68302
2026-08-25,01,25,2,2026-07-27,2026-07-24,2,1,A2,G2_G3_一般,3,2,60,43.9418,25.3495,0.633472,0.690956
2026-08-25,01,25,2,2026-07-27,2026-07-24,2,2,A2,G2_G3_一般,6,4,30,26.0245,22.1916,0.179144,0.690956
2026-08-25,01,25,2,2026-07-27,2026-07-25,3,1,A2,G2_G3_一般,2,6,0,45.2912,23.4355,-1.932594,0.698985
2026-08-25,01,25,2,2026-07-27,2026-07-25,3,2,A2,G2_G3_一般,3,5,15,43.9418,25.3495,-1.141711,0.698985
2026-08-25,01,25,2,2026-07-27,2026-07-26,4,2,A2,G2_G3_一般,5,2,60,34.6041,22.3053,1.138562,0.707107
2026-08-25,01,25,3,2026-07-09,2026-07-04,1,1,B1,全,6,3,60,25.0893,25.8447,1.350788,0.548412
2026-08-25,01,25,3,2026-07-09,2026-07-04,1,2,B1,全,2,6,0,47.1708,32.6512,-1.444689,0.548412
2026-08-25,01,25,3,2026-07-09,2026-07-05,2,1,B1,全,4,転,-100,40.2255,32.1703,-4.358851,0.554785
2026-08-25,01,25,3,2026-07-09,2026-07-06,3,2,B1,全,6,5,20,25.0893,25.8447,-0.196918,0.561231
2026-08-25,01,25,3,2026-07-09,2026-07-07,4,1,B1,全,1,2,80,69.8051,32.8965,0.309909,0.567752
2026-08-25,01,25,3,2026-07-09,2026-07-07,4,2,B1,全,6,5,20,25.0893,25.8447,-0.196918,0.567752
2026-08-25,01,25,3,2026-07-09,2026-07-08,5,2,B1,全,5,6,0,35.7689,30.1501,-1.18636,0.574349
2026-08-25,01,25,4,2026-06-18,2026-06-18,1,1,A2,G2_G3_一般,5,4,30,34.6041,22.3053,-0.206411,0.455861
2026-08-25,01,25,4,2026-06-18,2026-06-18,1,2,A2,G2_G3_一般,3,2,60,43.9418,25.3495,0.633472,0.455861
2026-08-25,01,25,4,2026-06-18,2026-06-18,2,1,A2,G2_G3_一般,4,2,60,39.7342,23.7179,0.854453,0.455861
2026-08-25,01,25,4,2026-06-18,2026-06-18,2,2,A2,G2_G3_一般,1,2,60,61.7774,20.5266,-0.08659,0.455861
2026-08-25,01,25,4,2026-06-18,2026-06-18,3,1,A2,G2_G3_一般,3,3,45,43.9418,25.3495,0.041744,0.455861
2026-08-25,01,25,4,2026-06-18,2026-06-18,3,2,A2,G2_G3_一般,3,3,45,43.9418,25.3495,0.041744,0.455861
2026-08-25,01,25,4,2026-06-18,2026-06-18,4,1,A2,G2_G3_一般,3,6,0,43.9418,25.3495,-1.733438,0.455861
2026-08-25,01,25,4,2026-06-18,2026-06-18,4,2,A2,G2_G3_一般,4,6,0,39.7342,23.7179,-1.675286,0.455861
2026-08-25,01,25,5,2026-06-16,2026-06-14,1,1,A2,G2_G3_一般,5,4,30,34.6041,22.3053,-0.206411,0.435275
2026-08-25,01,25,5,2026-06-16,2026-06-14,1,2,A2,G2_G3_一般,3,2,60,43.9418,25.3495,0.633472,0.435275
2026-08-25,01,25,5,2026-06-16,2026-06-15,2,1,A2,G2_G3_一般,4,2,60,39.7342,23.7179,0.854453,0.440333
2026-08-25,01,25,5,2026-06-16,2026-06-15,2,2,A2,G2_G3_一般,1,2,60,61.7774,20.5266,-0.08659,0.440333
2026-08-25,01,26,0,2026-08-05,2026-07-31,1,1,B1,全,1,1,100,69.8051,32.8965,0.917877,0.749154
2026-08-25,01,26,0,2026-08-05,2026-07-31,1,2,B1,全,5,5,20,35.7689,30.1501,-0.523013,0.749154
2026-08-25,01,26,0,2026-08-05,2026-08-01,2,1,B1,全,3,3,60,45.1319,33.2984,0.446511,0.757858
2026-08-25,01,26,0,2026-08-05,2026-08-01,2,2,B1,全,2,6,0,47.1708,32.6512,-1.444689,0.757858
2026-08-25,01,26,0,2026-08-05,2026-08-02,3,1,B1,全,6,5,20,25.0893,25.8447,-0.196918,0.766664
2026-08-25,01,26,0,2026-08-05,2026-08-03,4,2,B1,全,4,3,60,40.2255,32.1703,0.614681,0.775572
2026-08-25,01,26,0,2026-08-05,2026-08-04,5,1,B1,全,3,3,60,45.1319,33.2984,0.446511,0.784584
2026-08-25,01,26,0,2026-08-05,2026-08-04,5,2,B1,全,1,2,80,69.8051,32.8965,0.309909,0.784584
