レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連単_1-2-3,3連単_1-2-4,3連単_1-2-5,3連単_1-2-6,3連単_1-3-2,3連単_1-3-4,3連単_1-3-5,3連単_1-3-6,3連単_1-4-2,3連単_1-4-3,3連単_1-4-5,3連単_1-4-6,3連単_1-5-2,3連単_1-5-3,3連単_1-5-4,3連単_1-5-6,3連単_1-6-2,3連単_1-6-3,3連単_1-6-4,3連単_1-6-5,3連単_2-1-3,3連単_2-1-4,3連単_2-1-5,3連単_2-1-6,3連単_2-3-1,3連単_2-3-4,3連単_2-3-5,3連単_2-3-6,3連単_2-4-1,3連単_2-4-3,3連単_2-4-5,3連単_2-4-6,3連単_2-5-1,3連単_2-5-3,3連単_2-5-4,3連単_2-5-6,3連単_2-6-1,3連単_2-6-3,3連単_2-6-4,3連単_2-6-5,3連単_3-1-2,3連単_3-1-4,3連単_3-1-5,3連単_3-1-6,3連単_3-2-1,3連単_3-2-4,3連単_3-2-5,3連単_3-2-6,3連単_3-4-1,3連単_3-4-2,3連単_3-4-5,3連単_3-4-6,3連単_3-5-1,3連単_3-5-2,3連単_3-5-4,3連単_3-5-6,3連単_3-6-1,3連単_3-6-2,3連単_3-6-4,3連単_3-6-5,3連単_4-1-2,3連単_4-1-3,3連単_4-1-5,3連単_4-1-6,3連単_4-2-1,3連単_4-2-3,3連単_4-2-5,3連単_4-2-6,3連単_4-3-1,3連単_4-3-2,3連単_4-3-5,3連単_4-3-6,3連単_4-5-1,3連単_4-5-2,3連単_4-5-3,3連単_4-5-6,3連単_4-6-1,3連単_4-6-2,3連単_4-6-3,3連単_4-6-5,3連単_5-1-2,3連単_5-1-3,3連単_5-1-4,3連単_5-1-6,3連単_5-2-1,3連単_5-2-3,3連単_5-2-4,3連単_5-2-6,3連単_5-3-1,3連単_5-3-2,3連単_5-3-4,3連単_5-3-6,3連単_5-4-1,3連単_5-4-2,3連単_5-4-3,3連単_5-4-6,3連単_5-6-1,3連単_5-6-2,3連単_5-6-3,3連単_5-6-4,3連単_6-1-2,3連単_6-1-3,3連単_6-1-4,3連単_6-1-5,3連単_6-2-1,3連単_6-2-3,3連単_6-2-4,3連単_6-2-5,3連単_6-3-1,3連単_6-3-2,3連単_6-3-4,3連単_6-3-5,3連単_6-4-1,3連単_6-4-2,3連単_6-4-3,3連単_6-4-5,3連単_6-5-1,3連単_6-5-2,3連単_6-5-3,3連単_6-5-4
202607311001,2026-07-31,10,01R,08:32,2026-07-31T08:22:29.236140+09:00,31.8,46.4,112.5,128.7,30.9,5.5,30.8,14.3,36.1,5.9,31.3,9.6,154.3,113.8,123.3,166.5,109.9,34.0,26.0,106.0,210.5,200.5,669.9,566.8,355.1,627.1,950.9,755.8,453.5,718.9,1281,1133,867.0,1228,1339,1734,1551,1473,1091,1052,88.7,18.6,75.0,45.9,245.6,265.5,545.8,517.1,32.6,203.2,152.7,71.7,260.8,453.5,446.6,589.5,133.3,566.8,133.9,303.8,139.7,22.5,82.5,31.2,272.9,460.5,545.8,526.3,40.1,300.7,185.3,78.8,218.3,627.1,350.9,283.4,71.5,475.4,98.5,206.1,796.7,310.2,350.9,685.5,775.7,1016,1016,1551,368.4,1281,517.1,1228,393.0,1403,526.3,601.5,1281,2267,1842,1281,556.1,186.5,126.5,655.0,1339,1473,1179,2267,245.6,1091,176.5,1339,142.4,818.8,210.5,578.0,1339,2267,1637,1473
202607312301,2026-07-31,23,01R,08:39,2026-07-31T08:31:05.624560+09:00,6.2,52.5,6.9,45.0,12.1,63.7,13.0,57.4,140.8,138.0,185.0,267.4,10.6,15.5,109.7,49.3,144.4,183.0,356.5,145.6,21.6,125.8,18.8,63.3,46.0,261.2,49.1,122.2,222.2,345.7,316.9,364.1,28.4,40.4,261.2,105.6,126.7,198.9,342.2,193.3,72.8,249.8,73.9,236.0,110.7,456.3,150.1,278.2,518.6,834.8,1140,1006,124.4,159.9,950.7,388.9,744.0,834.8,1555,834.8,402.6,407.4,130.1,496.0,518.6,1006,877.6,1140,580.1,1488,1629,2139,143.8,1267,1369,925.0,1316,1488,2632,1369,41.5,59.0,248.0,102.7,56.9,80.1,352.8,176.4,116.8,125.3,600.4,322.9,526.5,950.7,1140,684.5,241.0,316.9,380.3,633.8,360.2,744.0,728.2,658.2,456.3,611.2,834.8,658.2,814.9,645.8,1267,1267,1222,1629,3111,1140,510.8,795.9,925.0,977.9
202607311801,2026-07-31,18,01R,08:46,2026-07-31T08:36:25.059667+09:00,6.0,11.4,7.4,133.2,9.2,14.4,9.0,160.3,25.3,27.9,25.7,183.8,11.3,12.8,23.4,137.6,318.7,399.7,399.7,327.0,79.9,87.4,69.3,503.6,152.6,484.2,349.7,1094,213.4,503.6,786.9,1481,120.4,335.7,434.1,839.4,1678,2289,1678,1481,80.4,99.5,69.7,466.3,148.1,364.9,286.1,899.3,231.0,426.8,572.3,503.6,139.9,279.8,457.8,680.6,1678,1144,1144,1573,150.7,208.1,146.4,1199,215.2,535.8,547.4,1259,303.4,719.5,899.3,1259,201.4,629.5,524.6,572.3,3147,1798,1259,1049,60.6,82.8,114.9,426.8,128.4,270.7,449.6,645.7,166.7,335.7,559.6,839.4,203.0,629.5,719.5,662.7,1937,1199,1399,1678,968.5,2289,1678,2098,1937,1798,1094,1259,2518,1049,1049,2518,1937,2098,1937,1573,2289,1259,2098,1399
202607311002,2026-07-31,10,02R,08:58,2026-07-31T08:48:30.998249+09:00,3.3,11.6,19.4,116.1,5.5,12.9,23.3,210.6,23.1,34.6,67.7,328.7,50.8,53.7,103.6,336.9,320.9,280.8,449.3,518.4,33.0,55.9,80.7,240.6,65.1,144.9,207.3,1225,158.5,198.2,286.7,962.7,175.0,269.5,374.4,561.6,1347,898.6,1123,673.9,29.6,52.2,65.4,518.4,50.2,109.5,134.7,328.7,99.8,116.1,275.0,842.4,148.1,217.4,345.6,612.6,1225,1036,641.8,1225,81.1,99.1,132.1,408.4,162.3,217.4,232.3,499.2,112.3,189.8,306.3,673.9,207.3,313.4,364.2,539.1,1347,1347,1036,1123,164.3,228.4,224.6,449.3,293.0,236.4,673.9,421.2,299.5,320.9,748.8,481.3,328.7,673.9,792.8,499.2,748.8,1347,641.8,1684,792.8,1225,1347,1123,748.8,792.8,1225,1684,1684,612.6,612.6,1925,1925,748.8,1497,1684,1225,1684,673.9,1684
202607312302,2026-07-31,23,02R,09:05,2026-07-31T08:56:23.093866+09:00,6.0,10.7,27.2,108.4,11.3,22.6,44.1,170.3,21.6,40.7,95.4,153.8,46.7,65.3,103.6,190.8,132.5,164.4,280.5,280.5,12.3,18.2,35.5,216.8,25.6,29.4,65.3,265.0,43.7,42.5,106.0,366.9,97.3,153.8,251.0,596.2,340.7,433.6,596.2,954.0,50.2,67.1,76.9,238.5,74.5,53.0,116.3,140.2,170.3,88.3,298.1,596.2,238.5,238.5,433.6,681.4,1192,366.9,433.6,681.4,83.6,101.4,125.5,227.1,119.2,72.2,318.0,207.3,119.2,97.3,298.1,433.6,318.0,280.5,397.5,366.9,477.0,318.0,596.2,1590,122.3,251.0,397.5,280.5,170.3,183.4,238.5,153.8,340.7,207.3,251.0,238.5,251.0,366.9,530.0,366.9,954.0,596.2,681.4,2385,251.0,681.4,340.7,1192,596.2,397.5,596.2,596.2,2385,198.7,280.5,2385,681.4,366.9,1192,954.0,1590,1590,1590,795.0
202607311802,2026-07-31,18,02R,09:12,2026-07-31T09:02:12.501746+09:00,26.9,10.3,34.4,13.0,37.1,61.4,90.4,98.1,20.1,101.9,52.9,20.3,65.4,116.6,121.9,123.8,23.8,138.8,36.9,136.4,67.0,13.6,60.0,12.6,107.3,223.6,503.2,223.6,30.3,171.3,116.6,28.7,143.7,447.2,217.6,154.8,26.3,154.8,34.8,100.6,157.8,191.6,138.8,383.3,268.3,230.0,536.7,383.3,383.3,243.9,2012,322.0,670.9,731.9,894.5,1150,894.5,536.7,670.9,1150,34.8,365.9,71.2,60.9,39.4,206.4,75.9,43.0,322.0,423.7,670.9,473.6,191.6,217.6,731.9,164.3,110.2,63.3,423.7,187.2,236.8,536.7,259.7,298.1,536.7,575.0,447.2,322.0,670.9,575.0,731.9,402.5,402.5,894.5,1610,503.2,1610,670.9,731.9,1006,55.9,309.6,111.8,178.9,76.6,268.3,71.2,191.6,423.7,277.6,575.0,1150,201.2,85.6,731.9,298.1,670.9,670.9,1006,619.3
202607311003,2026-07-31,10,03R,09:24,2026-07-31T09:14:45.320911+09:00,11.4,31.0,27.6,87.2,9.1,13.4,8.8,55.3,58.5,48.8,78.9,190.9,42.1,21.4,94.1,122.0,196.6,143.2,337.9,268.9,44.8,68.2,112.6,212.5,51.6,119.8,70.4,216.0,140.1,171.1,227.2,439.2,156.8,92.8,286.4,274.5,775.1,411.8,599.0,627.5,16.2,32.7,15.9,99.8,37.9,64.9,60.7,155.0,77.9,99.8,133.1,346.7,38.9,91.5,129.1,227.2,219.6,399.3,387.5,263.5,175.7,178.0,183.0,292.8,205.9,180.5,248.6,411.8,144.8,199.6,244.0,506.8,205.9,366.0,337.9,439.2,823.6,1317,658.9,658.9,119.8,59.9,239.6,258.3,193.7,83.9,572.9,321.4,53.1,78.9,274.5,239.6,299.5,549.0,366.0,366.0,439.2,627.5,299.5,658.9,627.5,549.0,1098,658.9,1013,506.8,1098,1198,823.6,425.1,411.8,658.9,1198,658.9,1098,878.5,658.9,1882,376.5,941.3
202607312303,2026-07-31,23,03R,09:31,2026-07-31T09:21:03.783774+09:00,14.2,25.3,60.7,88.2,10.7,5.8,14.2,31.5,32.9,12.8,51.3,68.8,65.3,37.5,75.9,113.4,151.8,81.2,166.5,229.4,74.2,122.8,294.9,333.0,124.3,312.8,344.1,448.8,245.7,294.9,645.1,1147,240.0,573.5,1032,860.2,430.1,737.3,938.4,1147,29.4,15.7,28.0,48.0,53.4,91.3,132.3,113.4,30.0,93.8,69.2,69.2,69.2,191.1,99.2,151.8,130.6,184.3,115.9,181.1,210.6,45.4,172.0,174.9,303.6,234.6,448.8,412.9,51.3,303.6,240.0,163.8,264.6,543.3,344.1,382.3,382.3,737.3,303.6,794.0,206.4,122.8,177.9,224.4,344.1,430.1,469.2,333.0,224.4,355.9,333.0,344.1,294.9,688.2,607.2,543.3,860.2,1147,607.2,1032,382.3,382.3,607.2,860.2,737.3,645.1,1290,1290,448.8,397.0,382.3,1290,938.4,860.2,938.4,1720,1147,860.2,1474,2064
202607311803,2026-07-31,18,03R,09:38,2026-07-31T09:28:27.472750+09:00,21.8,43.5,8.5,11.5,30.9,65.7,20.5,25.1,105.5,154.1,95.7,93.7,8.0,16.6,139.6,7.9,16.2,28.0,103.1,12.9,148.9,106.4,64.4,68.0,352.8,1117,705.6,788.6,243.7,558.6,705.6,1031,110.8,496.5,394.3,227.2,194.3,418.9,1031,335.1,147.3,257.8,136.8,188.8,478.8,446.9,536.3,515.6,582.9,478.8,1117,558.6,319.2,496.5,837.9,536.3,383.0,837.9,1675,705.6,304.7,788.6,268.1,705.6,335.1,536.3,462.3,582.9,893.8,893.8,1489,1675,609.4,744.8,1218,893.8,1218,1218,1675,1489,34.9,103.1,273.6,35.4,174.1,406.2,558.6,206.2,311.8,536.3,638.4,372.4,418.9,432.5,1117,609.4,66.0,181.1,372.4,609.4,78.4,252.9,496.5,39.7,131.4,446.9,788.6,252.9,462.3,515.6,1340,893.8,1117,837.9,957.6,1117,74.0,352.8,609.4,893.8
202607311004,2026-07-31,10,04R,09:50,2026-07-31T09:40:47.441043+09:00,42.7,53.0,22.2,29.6,50.1,43.6,30.7,45.4,70.7,89.6,115.7,122.4,19.8,35.9,107.9,17.0,29.6,46.1,90.9,17.9,151.6,67.0,148.0,148.0,132.6,148.0,144.7,265.3,109.7,163.2,276.8,335.1,96.4,192.9,187.2,159.1,198.9,205.4,424.5,265.3,44.8,97.9,55.3,113.7,78.6,78.6,88.4,135.4,289.4,113.7,397.9,265.3,102.7,141.5,265.3,135.4,187.2,353.7,265.3,198.9,176.8,289.4,138.4,155.3,198.9,187.2,176.8,227.4,138.4,205.4,219.5,235.8,151.6,265.3,374.5,353.7,318.3,636.7,424.5,374.5,57.3,60.0,144.7,27.2,113.7,148.0,353.7,106.1,82.6,124.8,244.9,68.4,198.9,244.9,489.8,244.9,34.2,86.0,52.1,198.9,55.3,60.0,151.6,29.0,122.4,181.9,454.8,141.5,88.4,159.1,244.9,99.4,353.7,167.5,489.8,454.8,37.6,117.9,56.8,353.7
