レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201906270102,第１３回マンスリーＢＯＡＴＲＡＣＥ杯,2019-06-27,1,02R,1.0,1,1.0,3,27.0,25.0,1,1,51.3,0.0,6.86,-0.5,0.08,2,2,54.0,0.0,6.74,-0.5,-0.06,3,4,52.5,0.0,6.85,-0.5,0.02,4,6,55.3,0.0,6.83,-0.5,0.17,5,3,51.2,0.0,6.85,-0.5,-0.04,6,5,53.8,0.0,6.76,-0.5,-0.05
201906270112,第１３回マンスリーＢＯＡＴＲＡＣＥ杯,2019-06-27,1,12R,2.0,,1.0,2,25.0,25.0,1,1,52.7,0.0,6.8,-0.5,0.14,2,2,52.0,0.0,6.92,-0.5,0.02,3,3,51.0,0.0,6.85,-0.5,0.11,4,4,55.1,0.0,6.85,-0.5,-0.02,5,5,51.4,0.0,6.8,-0.5,0.06,6,6,54.5,0.0,6.84,-0.5,0.04
201906270201,関東専門紙カップ,2019-06-27,2,01R,5.0,1,3.0,2,28.0,26.0,1,1,50.5,0.5,6.86,-0.5,-0.07,2,3,52.4,0.0,6.87,0.0,-0.01,3,4,53.8,0.0,6.85,-0.5,0.09,4,2,51.4,0.0,6.76,-0.5,-0.04,5,5,50.5,0.5,6.88,-0.5,0.06,6,6,54.2,0.0,6.85,-0.5,0.06
201906270202,関東専門紙カップ,2019-06-27,2,02R,3.0,2,1.0,2,29.0,28.0,1,1,51.3,0.0,6.79,0.0,-0.02,2,2,53.1,0.0,6.76,-0.5,0.02,3,3,49.0,2.0,6.73,-0.5,0.14,4,4,51.0,0.0,6.77,-0.5,-0.11,5,5,51.8,0.0,6.82,-0.5,0.09,6,6,50.5,0.5,6.79,-0.5,0.11
201906270203,関東専門紙カップ,2019-06-27,2,03R,3.0,1,1.0,2,29.0,28.0,1,1,53.9,0.0,6.85,-0.5,0.22,2,2,53.5,0.0,6.72,-0.5,0.09,3,3,54.4,0.0,6.77,-0.5,0.24,4,4,53.6,0.0,6.78,-0.5,0.44,5,5,53.7,0.0,6.86,-0.5,0.18,6,6,54.5,0.0,6.82,-0.5,0.19
201906270204,関東専門紙カップ,2019-06-27,2,04R,2.0,1,1.0,2,29.0,28.0,1,1,50.5,0.5,6.77,-0.5,-0.01,2,2,52.2,0.0,6.82,-0.5,0.04,3,3,51.7,0.0,6.83,-0.5,0.15,4,4,51.3,0.0,6.8,-0.5,-0.04,5,5,51.7,0.0,6.83,-0.5,0.04,6,6,54.5,0.0,6.93,-0.5,0.06
201906270205,関東専門紙カップ,2019-06-27,2,05R,3.0,2,1.0,2,29.0,28.0,1,1,52.8,0.0,6.79,-0.5,-0.02,2,2,50.0,1.0,6.82,-0.5,-0.09,3,3,53.7,0.0,6.9,-0.5,-0.02,4,4,52.7,0.0,6.89,-0.5,0.03,5,5,52.7,0.0,6.84,-0.5,0.03,6,6,50.5,0.5,6.82,0.0,0.05
201906270206,関東専門紙カップ,2019-06-27,2,06R,2.0,1,1.0,2,28.0,28.0,1,1,51.4,0.0,6.76,-0.5,0.21,2,3,52.5,0.0,6.86,0.0,0.31,3,5,53.6,0.0,6.84,-0.5,-0.01,4,6,56.9,0.0,6.94,-0.5,-0.03,5,4,53.8,0.0,6.87,-0.5,0.29,6,2,51.4,0.0,6.85,-0.5,0.14
201906270207,関東専門紙カップ,2019-06-27,2,07R,3.0,2,0.0,2,28.0,28.0,1,1,52.1,0.0,6.89,-0.5,0.01,2,2,52.4,0.0,6.87,-0.5,0.03,3,3,57.2,0.0,7.01,-0.5,0.03,4,4,53.0,0.0,7.04,-0.5,0.11,5,5,51.9,0.0,6.94,-0.5,0.26,6,6,51.8,0.0,6.92,-0.5,0.11
201906270208,関東専門紙カップ,2019-06-27,2,08R,4.0,2,2.0,2,28.0,27.0,1,1,53.4,0.0,6.84,-0.5,0.17,2,2,55.3,0.0,6.94,-0.5,0.25,3,3,51.0,0.0,6.86,-0.5,0.12,4,4,53.9,0.0,6.89,0.0,0.15,5,5,52.0,0.0,6.91,-0.5,0.38,6,6,49.0,2.0,6.97,-0.5,0.17
