レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連単_1-2-3,3連単_1-2-4,3連単_1-2-5,3連単_1-2-6,3連単_1-3-2,3連単_1-3-4,3連単_1-3-5,3連単_1-3-6,3連単_1-4-2,3連単_1-4-3,3連単_1-4-5,3連単_1-4-6,3連単_1-5-2,3連単_1-5-3,3連単_1-5-4,3連単_1-5-6,3連単_1-6-2,3連単_1-6-3,3連単_1-6-4,3連単_1-6-5,3連単_2-1-3,3連単_2-1-4,3連単_2-1-5,3連単_2-1-6,3連単_2-3-1,3連単_2-3-4,3連単_2-3-5,3連単_2-3-6,3連単_2-4-1,3連単_2-4-3,3連単_2-4-5,3連単_2-4-6,3連単_2-5-1,3連単_2-5-3,3連単_2-5-4,3連単_2-5-6,3連単_2-6-1,3連単_2-6-3,3連単_2-6-4,3連単_2-6-5,3連単_3-1-2,3連単_3-1-4,3連単_3-1-5,3連単_3-1-6,3連単_3-2-1,3連単_3-2-4,3連単_3-2-5,3連単_3-2-6,3連単_3-4-1,3連単_3-4-2,3連単_3-4-5,3連単_3-4-6,3連単_3-5-1,3連単_3-5-2,3連単_3-5-4,3連単_3-5-6,3連単_3-6-1,3連単_3-6-2,3連単_3-6-4,3連単_3-6-5,3連単_4-1-2,3連単_4-1-3,3連単_4-1-5,3連単_4-1-6,3連単_4-2-1,3連単_4-2-3,3連単_4-2-5,3連単_4-2-6,3連単_4-3-1,3連単_4-3-2,3連単_4-3-5,3連単_4-3-6,3連単_4-5-1,3連単_4-5-2,3連単_4-5-3,3連単_4-5-6,3連単_4-6-1,3連単_4-6-2,3連単_4-6-3,3連単_4-6-5,3連単_5-1-2,3連単_5-1-3,3連単_5-1-4,3連単_5-1-6,3連単_5-2-1,3連単_5-2-3,3連単_5-2-4,3連単_5-2-6,3連単_5-3-1,3連単_5-3-2,3連単_5-3-4,3連単_5-3-6,3連単_5-4-1,3連単_5-4-2,3連単_5-4-3,3連単_5-4-6,3連単_5-6-1,3連単_5-6-2,3連単_5-6-3,3連単_5-6-4,3連単_6-1-2,3連単_6-1-3,3連単_6-1-4,3連単_6-1-5,3連単_6-2-1,3連単_6-2-3,3連単_6-2-4,3連単_6-2-5,3連単_6-3-1,3連単_6-3-2,3連単_6-3-4,3連単_6-3-5,3連単_6-4-1,3連単_6-4-2,3連単_6-4-3,3連単_6-4-5,3連単_6-5-1,3連単_6-5-2,3連単_6-5-3,3連単_6-5-4
202608141001,2026-08-14,10,01R,08:32,2026-08-14T08:22:27.750660+09:00,5.2,5.3,14.7,78.5,8.9,12.4,18.7,140.1,9.4,15.6,22.0,129.6,33.9,36.1,47.7,164.0,293.5,362.1,270.7,268.1,46.9,42.3,78.9,209.6,96.4,212.8,442.5,733.7,108.4,244.5,392.7,753.6,188.4,506.9,526.1,648.4,871.3,796.6,1467,1858,76.8,112.4,108.0,357.4,127.3,212.8,410.0,619.6,244.5,352.9,526.1,1394,265.5,344.2,546.7,1115,1394,1032,1467,1991,69.0,142.9,131.5,526.1,132.1,348.5,398.3,774.5,309.8,404.1,796.6,1327,232.3,472.6,546.7,929.4,961.5,1212,1394,1640,203.5,248.9,238.3,844.9,265.5,697.0,506.9,1640,352.9,796.6,1072,2534,352.9,648.4,995.8,1161,1394,1991,1212,1991,526.1,1267,774.5,1072,796.6,1212,1394,1394,1858,1267,1212,2534,995.8,1327,1858,1858,1549,3098,3098,2534
202608142101,2026-08-14,21,01R,08:40,2026-08-14T08:30:23.002234+09:00,4.4,6.3,15.8,43.1,8.7,11.9,25.6,72.5,12.1,16.2,32.5,73.0,39.2,59.5,77.5,114.4,132.3,218.0,178.8,200.1,32.5,42.1,83.4,209.6,70.4,184.9,331.9,674.1,116.8,213.7,425.4,635.1,201.0,466.1,569.1,1153,635.1,1123,1095,1252,49.1,67.6,143.2,317.5,83.6,197.3,433.8,654.0,113.8,187.2,362.1,1019,308.6,492.3,541.0,826.8,654.0,1252,1825,1252,78.1,102.1,204.7,342.3,130.4,248.9,503.7,695.5,164.1,277.3,684.7,894.3,329.4,608.6,718.4,912.9,811.5,952.6,1123,1565,175.9,317.5,282.7,561.8,365.1,859.2,973.8,1217,626.0,1043,1123,1252,466.1,1252,859.2,1825,1369,1991,1752,2738,569.1,1369,932.3,1153,859.2,1752,1825,1905,2191,1991,1565,1905,1153,1511,2577,1825,1685,2191,1565,2306
202608142301,2026-08-14,23,01R,08:48,2026-08-14T08:38:23.740978+09:00,5.5,9.3,7.9,94.4,10.2,16.8,13.9,133.3,19.6,33.8,26.1,176.3,12.8,21.0,25.8,103.5,239.7,422.4,391.4,234.4,52.1,68.4,50.9,435.4,92.7,364.7,275.2,1122,176.3,414.2,320.8,1094,98.5,328.2,333.3,1153,1122,2031,2031,1706,70.9,121.2,84.3,502.0,125.8,338.6,374.3,1040,298.3,600.9,699.5,1777,183.1,410.2,468.9,888.9,1706,2133,2510,1706,114.7,243.8,149.1,735.6,197.5,600.9,422.4,1122,431.0,790.1,888.9,1641,228.1,328.2,561.4,853.4,1422,1580,1580,2133,38.5,65.9,71.3,179.2,66.4,138.5,183.1,431.0,143.6,234.4,431.0,853.4,176.3,260.1,422.4,646.5,463.8,723.2,1333,948.2,688.2,1471,1040,836.6,1293,1855,2510,2133,2031,2510,2031,5333,2031,1777,3047,4267,1066,1939,2370,2844
202608141002,2026-08-14,10,02R,08:58,2026-08-14T08:48:21.010943+09:00,9.1,5.2,15.3,15.8,24.5,47.7,105.9,132.4,20.2,48.9,67.9,59.9,61.3,120.4,80.2,193.8,87.3,264.9,151.4,345.6,18.4,9.8,25.5,23.1,47.6,100.6,149.9,176.6,33.2,75.7,98.7,85.0,85.9,209.1,130.3,269.4,111.9,317.9,227.1,529.9,94.6,108.8,111.9,244.5,130.3,99.9,252.3,369.7,244.5,260.6,512.8,691.2,260.6,387.7,496.8,794.9,691.2,441.6,662.4,1059,71.6,158.9,109.6,162.2,84.5,214.8,158.9,174.7,264.9,305.7,429.6,529.9,187.0,201.2,467.6,256.4,338.2,338.2,883.2,429.6,193.8,244.5,176.6,397.4,240.8,467.6,324.4,722.6,369.7,387.7,588.8,691.2,345.6,454.2,836.7,635.9,883.2,993.6,1059,794.9,191.5,1135,338.2,1135,299.9,611.4,481.7,993.6,1324,722.6,794.9,1135,588.8,567.8,1135,935.2,1445,1445,1222,1324
202608142102,2026-08-14,21,02R,09:06,2026-08-14T08:56:19.837311+09:00,14.9,11.1,73.5,131.3,17.7,9.5,49.7,166.9,7.3,7.6,27.4,59.3,69.0,66.2,84.3,222.5,210.8,228.9,170.4,500.7,84.3,64.0,170.4,348.3,105.4,170.4,296.7,616.2,74.8,178.0,348.3,500.7,170.4,400.5,400.5,728.3,445.0,1602,500.7,801.1,65.6,42.6,97.7,296.7,131.3,112.8,348.3,500.7,58.0,94.2,258.4,500.7,190.7,286.1,308.1,572.2,1144,728.3,801.1,2002,18.2,18.2,41.2,89.0,45.7,67.3,174.1,286.1,37.2,97.7,125.1,296.7,70.8,182.0,205.4,267.0,286.1,333.8,572.2,667.6,216.5,195.4,105.4,333.8,364.1,534.1,333.8,728.3,421.6,534.1,471.2,1144,133.5,320.4,445.0,616.2,1602,1144,4005,1335,235.6,1144,534.1,801.1,667.6,890.1,1001,445.0,1335,1144,801.1,8011,381.5,500.7,1144,2002,1602,500.7,2002,1001
202608142302,2026-08-14,23,02R,09:14,2026-08-14T09:04:24.123959+09:00,6.2,8.8,12.2,42.5,11.2,18.1,24.9,67.3,14.0,24.9,25.3,60.1,23.8,45.1,48.2,77.8,138.9,191.1,165.9,149.3,36.5,34.1,41.0,125.1,78.8,182.4,169.4,379.2,63.2,156.1,171.9,362.0,102.9,314.4,331.8,450.8,442.5,746.7,724.1,796.5,52.8,71.9,86.8,211.4,100.4,156.1,241.3,391.7,151.2,169.4,248.9,291.4,170.6,331.8,256.9,306.3,543.0,682.7,823.9,885.0,67.8,167.1,92.9,243.8,83.2,227.5,268.4,405.0,188.1,271.5,314.4,628.8,157.2,291.4,302.4,225.4,568.9,796.5,1194,531.0,86.5,167.1,156.1,225.4,129.8,385.4,459.5,682.7,259.7,468.5,597.3,663.7,251.5,468.5,796.5,459.5,555.7,1086,1194,612.7,434.4,919.0,568.9,724.1,823.9,1038,1493,1327,1038,1194,1493,1493,746.7,1257,1991,796.5,702.8,1405,1038,1038
202608141003,2026-08-14,10,03R,09:24,2026-08-14T09:14:22.511612+09:00,26.3,44.6,54.3,152.1,16.1,5.5,6.8,96.5,38.0,12.3,18.8,183.6,55.9,18.8,26.8,181.4,301.1,209.1,396.2,386.1,74.9,102.4,124.4,218.2,73.8,190.6,163.6,320.3,163.6,221.4,418.2,602.3,150.5,203.4,367.2,430.2,501.9,501.9,430.2,654.7,43.2,24.0,21.3,124.4,95.9,71.7,160.1,418.2,52.6,135.6,90.7,684.4,63.2,167.3,126.5,406.9,396.2,485.7,717.0,684.4,116.7,66.0,75.2,350.1,212.0,289.5,327.3,386.1,75.2,228.1,128.7,602.3,118.5,350.1,181.4,485.7,717.0,501.9,1158,1368,167.3,61.9,90.7,334.6,246.8,242.8,264.1,537.8,104.5,246.8,246.8,501.9,150.5,557.7,231.6,885.7,684.4,885.7,717.0,1254,255.2,386.1,501.9,752.9,537.8,602.3,684.4,941.1,627.4,717.0,792.5,792.5,885.7,537.8,1254,1158,717.0,1368,836.5,1882
202608142103,2026-08-14,21,03R,09:32,2026-08-14T09:22:25.583553+09:00,13.6,44.7,21.2,149.3,9.6,17.4,6.2,93.6,77.0,49.5,65.3,221.5,26.2,15.0,54.9,143.6,246.1,390.9,681.6,458.3,61.2,152.7,82.3,443.0,82.5,276.9,109.8,531.6,253.1,421.9,374.4,1107,133.5,133.5,390.9,699.5,1265,1063,1155,1155,21.0,30.7,12.4,135.6,53.9,126.5,57.2,271.2,74.8,164.0,81.7,332.2,25.5,44.3,71.0,135.6,781.8,916.6,781.8,531.6,229.1,157.2,139.9,421.9,324.1,379.7,385.2,781.8,161.1,421.9,162.0,565.5,170.4,282.7,173.7,369.2,886.1,1208,1155,857.5,64.8,38.4,114.0,237.3,101.4,99.5,292.1,492.2,45.3,86.8,162.0,274.0,221.5,271.2,248.4,421.9,738.4,984.5,618.2,886.1,759.5,1107,1476,1063,1661,1476,3322,2044,1063,1772,1208,1265,2044,1476,1661,1772,1898,2658,1476,1772
202608142303,2026-08-14,23,03R,09:40,2026-08-14T09:30:25.747828+09:00,21.7,50.1,13.5,214.7,20.6,47.0,12.7,288.8,62.0,66.6,37.2,369.5,9.6,9.0,22.1,124.3,386.5,492.7,628.2,386.5,82.9,139.6,41.3,571.1,146.9,534.6,169.7,837.6,251.2,598.3,259.0,1142,58.4,117.9,166.4,930.6,1396,1256,1092,1932,91.7,116.8,39.9,512.8,180.7,270.2,170.9,930.6,335.0,465.3,358.9,897.4,47.5,121.9,222.3,866.5,1256,1256,1478,1932,193.2,314.1,106.4,679.1,302.7,558.4,335.0,930.6,418.8,644.3,425.9,1142,87.8,167.5,251.2,661.2,1932,1675,1570,2512,11.2,11.2,27.3,114.7,28.8,43.1,90.7,386.5,26.5,49.3,107.3,358.9,65.1,107.8,139.6,392.6,306.4,411.9,465.3,546.2,785.2,1478,1322,810.6,2512,1256,785.2,1570,1570,1322,1478,1570,1478,1396,1932,1932,761.4,1675,1478,2792
202608141004,2026-08-14,10,04R,09:50,2026-08-14T09:40:24.160178+09:00,62.8,17.8,33.0,125.3,53.0,48.4,81.9,210.2,11.2,28.6,10.1,43.3,43.0,75.4,29.5,110.6,249.0,320.7,139.1,274.2,135.1,50.6,102.8,252.3,132.3,189.2,305.2,461.5,53.6,147.8,87.6,245.7,153.8,282.4,146.7,386.2,700.9,630.8,430.1,675.9,114.7,106.3,101.2,228.0,199.2,86.8,239.5,485.2,152.6,185.5,278.3,440.1,207.9,320.7,310.2,610.5,901.2,630.8,822.8,901.2,18.1,41.5,11.8,41.4,35.3,101.7,43.5,118.2,102.3,161.7,127.0,255.7,17.8,29.4,78.2,36.0,100.1,168.9,378.5,77.5,105.7,149.0,56.6,159.0,122.1,310.2,124.5,402.6,282.4,291.1,282.4,652.6,53.9,93.2,181.9,116.8,315.4,610.5,1113,300.4,394.2,946.2,262.8,511.5,860.2,996.0,727.9,1113,1455,540.7,788.5,1351,315.4,386.2,901.2,326.3,675.9,1051,1577,386.2
