レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609061001,2026-09-06,10,01R,08:32,2026-09-06T08:22:20.966115+09:00,2.4,6.8,12.0,205.5,3.3,6.2,68.5,10.2,41.1,205.5,20.5,205.5,205.5,102.7,0.0,0.0,51.3,0.0,0.0,205.5,2.4,8.0,1.0,1.0,2.4,8.0,10.5,37.0,10.5,37.0,3.5,13.0,12.3,12.9,18.6,19.0,35.7,37.5,3.5,13.0,10.5,37.5,10.5,37.5,35.0,37.5,5.0,5.1,6.4,6.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,1.1,3.0,1.1,3.0,0.0,0.0,0.0,0.0
202609061401,2026-09-06,14,01R,08:44,2026-09-06T08:34:18.965809+09:00,3.5,2.4,20.1,8.8,7.5,30.4,35.5,20.1,14.0,48.5,31.3,56.1,118.5,59.2,46.4,106.7,97.0,97.0,118.5,97.0,1.2,1.4,3.7,4.7,1.4,1.7,3.5,4.4,3.1,4.0,3.7,4.8,2.5,3.7,5.7,7.5,5.0,6.8,3.6,4.3,8.1,8.7,13.7,14.8,5.6,6.8,5.5,6.8,11.0,12.0,1.0,23.0,34.5,11.5,69.0,23.0,1.0,1.0,1.2,2.5,3.9,9.1,2.7,6.2,2.1,4.7,3.9,9.1
202609061002,2026-09-06,10,02R,08:58,2026-09-06T08:48:21.320395+09:00,4.3,8.3,4.9,4.4,26.2,27.4,37.7,26.2,37.7,20.1,20.1,18.2,18.8,26.2,31.7,16.7,120.7,120.7,40.2,86.2,1.1,1.2,31.0,55.5,5.7,8.0,1.2,2.1,3.4,5.0,4.1,7.7,5.7,7.7,2.7,7.0,2.8,3.8,11.2,17.0,0.0,0.0,14.2,22.7,4.4,8.0,4.0,4.2,4.7,9.0,1.7,1.3,0.0,0.0,0.0,0.0,1.0,3.1,1.0,1.2,2.4,10.8,0.0,0.0,4.5,21.7,4.5,21.7
202609061402,2026-09-06,14,02R,09:10,2026-09-06T09:00:56.929528+09:00,7.7,20.8,29.1,23.7,4.4,10.6,4.9,21.6,16.9,37.7,17.2,27.5,23.1,56.6,56.6,84.9,13.5,9.6,24.8,46.3,5.5,6.8,1.3,1.5,2.8,3.7,3.9,6.1,1.5,2.5,3.6,4.4,9.1,10.3,9.8,15.6,11.5,20.6,2.1,2.6,5.5,9.6,2.0,3.9,4.9,7.8,5.7,10.2,0.0,0.0,2.3,19.8,1.7,9.9,13.2,9.9,1.2,1.7,6.3,10.1,1.0,1.2,1.8,2.8,6.3,10.1,2.3,3.6
202609061003,2026-09-06,10,03R,09:24,2026-09-06T09:14:18.079871+09:00,3.1,6.9,9.2,8.5,4.6,12.3,13.9,18.8,22.8,54.1,19.7,54.1,86.7,86.7,54.1,108.3,48.1,108.3,216.7,72.2,1.7,2.3,1.1,1.2,2.0,2.7,25.5,36.0,4.6,6.6,3.4,5.8,6.5,7.7,8.9,9.6,8.6,9.5,3.6,5.6,9.0,12.5,6.5,9.5,4.8,5.0,3.8,4.1,4.8,5.1,1.0,39.0,39.0,3.9,39.0,19.5,1.0,1.0,1.4,10.1,1.4,10.1,2.4,20.2,0.0,0.0,4.5,40.5
202609061403,2026-09-06,14,03R,09:36,2026-09-06T09:26:21.837856+09:00,5.5,16.2,2.1,17.0,31.5,5.2,34.5,17.0,92.1,13.9,46.0,20.4,100.5,73.7,276.3,33.5,85.0,368.5,85.0,69.0,1.0,1.0,1.8,4.0,4.8,10.9,1.4,2.8,7.0,15.3,2.1,5.1,3.8,8.6,2.7,7.0,22.8,52.1,24.8,27.0,5.7,6.6,98.7,106.0,13.9,15.4,26.3,27.0,12.3,13.5,1.2,16.3,6.8,13.6,5.8,20.4,1.0,1.0,3.7,7.2,2.4,4.5,2.4,4.5,1.2,2.0,5.4,10.5
202609061004,2026-09-06,10,04R,09:50,2026-09-06T09:40:28.733241+09:00,7.7,1.6,10.0,18.2,16.4,72.9,170.2,13.0,15.9,51.0,26.8,72.9,127.6,21.2,26.8,170.2,56.7,255.3,127.6,63.8,1.0,1.0,2.5,4.0,1.6,2.5,4.6,7.3,3.9,6.0,4.4,7.5,1.9,3.2,4.6,7.5,6.0,9.7,6.5,7.3,26.7,28.7,13.5,14.7,4.6,5.1,5.4,6.0,13.7,14.7,1.6,2.8,5.6,11.2,0.0,11.2,1.4,3.4,1.0,1.8,0.0,0.0,3.1,9.2,8.6,27.7,1.2,2.7
202609061404,2026-09-06,14,04R,10:02,2026-09-06T09:52:22.515840+09:00,10.0,32.3,40.6,12.9,13.7,8.9,1.9,47.7,13.7,10.4,40.6,47.7,25.5,84.5,78.4,137.3,91.5,49.9,18.3,84.5,4.3,6.2,1.2,1.4,5.4,7.0,4.0,5.1,1.4,1.9,1.8,2.2,20.2,24.1,40.7,47.5,12.0,16.0,4.4,5.6,6.2,8.0,1.5,2.0,15.1,16.3,6.9,8.3,6.7,8.3,2.1,3.9,6.3,51.0,10.2,3.0,1.0,1.5,8.2,31.5,1.9,6.3,0.0,0.0,3.0,10.5,1.0,2.6
202609061005,2026-09-06,10,05R,10:18,2026-09-06T10:08:22.090855+09:00,12.3,4.8,9.1,28.5,6.0,9.8,60.1,3.7,14.2,25.7,36.1,45.1,77.3,16.4,33.8,180.5,27.0,270.7,541.5,23.5,1.6,1.9,4.1,4.5,1.5,1.8,2.6,3.0,2.4,2.8,7.7,9.4,1.8,2.4,7.4,9.1,9.5,12.3,7.6,9.1,8.3,9.2,31.5,35.5,2.7,3.3,4.3,5.5,5.4,6.4,1.4,60.7,7.5,3.5,5.5,60.7,1.0,1.0,3.3,52.5,3.3,52.5,1.0,10.5,3.3,52.5,0.0,0.0
202609061405,2026-09-06,14,05R,10:28,2026-09-06T10:18:18.935940+09:00,10.4,3.3,5.6,56.8,19.4,26.2,56.8,14.2,97.3,170.4,8.9,14.5,85.2,3.4,85.2,52.4,52.4,340.8,227.2,97.3,1.0,1.3,10.2,25.1,4.7,10.3,4.6,7.5,35.0,73.8,2.0,3.7,1.1,1.3,2.0,2.7,35.0,66.7,4.3,9.6,13.4,25.1,0.0,0.0,3.5,5.4,36.2,72.0,44.5,73.8,3.9,2.0,9.9,3.6,4.9,39.7,0.0,0.0,1.0,1.7,0.0,0.0,1.0,1.7,2.6,7.7,3.7,11.6
202609061101,2026-09-06,11,01R,10:35,2026-09-06T10:26:24.700777+09:00,4.6,6.9,56.4,26.8,2.7,14.8,62.6,22.5,47.0,62.6,8.2,40.2,47.0,23.5,33.1,70.5,14.8,37.6,62.6,43.3,1.7,2.5,2.1,3.3,1.4,1.6,8.1,10.4,32.2,39.5,1.1,1.2,5.3,8.5,7.3,10.4,28.0,39.5,2.1,2.9,9.5,13.6,14.3,20.1,6.7,8.4,32.2,39.5,20.0,20.1,1.2,13.5,4.5,4.5,0.0,0.0,2.1,5.5,1.2,2.7,1.4,3.3,1.1,2.0,0.0,0.0,0.0,0.0
202609060901,2026-09-06,09,01R,10:42,2026-09-06T10:32:17.838205+09:00,5.4,4.4,10.0,23.7,6.1,11.8,18.0,8.0,12.1,18.4,26.4,44.3,102.6,26.4,44.3,71.3,49.7,91.2,78.1,30.4,2.1,3.1,1.8,2.6,1.0,1.1,2.7,4.0,3.4,5.0,2.9,3.4,3.7,6.2,9.9,11.3,10.1,11.3,3.2,5.5,15.3,17.8,8.8,10.2,7.6,12.7,5.1,8.4,26.8,29.1,1.1,8.1,36.5,7.6,6.6,24.3,1.1,2.5,1.3,3.0,10.1,30.7,3.6,10.2,1.1,2.0,0.0,0.0
202609060201,2026-09-06,02,01R,10:47,2026-09-06T10:38:24.490064+09:00,6.8,10.5,52.1,46.9,2.7,14.0,17.0,25.3,34.7,117.3,6.8,36.1,33.5,31.3,32.3,72.2,12.5,13.4,55.2,36.1,2.5,3.3,1.4,1.7,1.7,2.4,9.7,12.1,46.2,57.7,2.4,2.9,2.5,3.2,26.3,29.6,52.0,58.5,1.4,1.7,4.4,5.1,4.1,4.7,8.2,9.8,5.6,6.8,7.2,7.9,5.0,7.5,2.7,2.1,15.0,10.0,1.3,3.0,3.3,9.0,1.1,2.2,1.1,2.2,0.0,0.0,0.0,0.0
202609061006,2026-09-06,10,06R,10:50,2026-09-06T10:40:20.765354+09:00,20.9,1.9,8.2,85.7,19.4,34.2,214.3,5.8,71.4,214.3,11.2,38.9,107.1,6.5,53.5,171.4,50.4,171.4,214.3,40.8,1.7,2.7,4.5,17.0,2.7,5.1,3.2,11.3,0.0,0.0,1.9,2.9,1.7,2.2,1.9,3.4,19.7,30.3,3.7,7.1,8.8,34.1,0.0,0.0,1.6,2.7,19.7,32.6,0.0,0.0,1.9,4.5,6.7,4.5,13.5,6.7,1.2,2.3,1.2,2.6,0.0,0.0,1.8,4.2,2.1,5.2,3.9,10.5
202609061701,2026-09-06,17,01R,10:54,2026-09-06T10:44:23.635697+09:00,8.5,8.7,4.8,10.7,15.2,15.7,19.6,4.9,18.1,18.9,14.3,31.5,59.0,26.2,31.5,39.3,47.2,36.3,47.2,36.3,2.5,3.1,4.6,5.5,1.3,1.4,2.3,2.9,1.8,2.2,6.6,7.1,3.7,4.8,6.2,7.1,4.9,5.7,4.6,5.8,12.6,13.6,6.3,7.1,4.3,5.8,3.0,4.2,5.9,7.1,2.2,1.4,22.5,11.2,0.0,22.5,1.0,1.0,2.6,7.1,2.6,7.1,2.6,7.1,1.5,3.7,2.6,7.1
202609060401,2026-09-06,04,01R,10:55,2026-09-06T10:46:22.828124+09:00,4.6,39.5,5.4,17.8,31.3,7.7,30.0,50.1,53.6,23.4,14.7,4.4,15.0,41.7,46.9,14.4,50.1,53.6,18.7,68.3,2.2,2.6,2.2,2.6,6.0,6.6,3.4,4.2,5.8,6.6,1.8,2.0,5.7,6.4,1.7,1.9,3.3,3.8,7.1,8.0,3.3,4.3,4.1,4.8,7.0,8.1,10.1,10.6,6.7,8.1,5.5,1.0,27.7,27.7,9.2,0.0,1.0,2.4,1.0,1.0,8.6,37.8,12.7,56.6,4.5,19.1,25.1,112.5
202609061406,2026-09-06,14,06R,10:58,2026-09-06T10:48:22.218477+09:00,8.0,37.5,4.9,51.3,53.0,2.6,34.9,46.6,139.9,13.8,46.6,5.4,49.6,41.6,102.6,21.0,32.7,109.9,14.9,53.0,3.2,4.9,2.6,3.3,5.1,5.9,1.4,1.8,5.2,6.2,2.7,3.8,11.1,14.0,1.3,1.5,5.2,6.8,15.4,16.9,1.9,2.5,7.7,8.8,13.2,16.6,16.2,16.9,4.6,6.0,2.0,10.1,3.7,12.1,2.8,20.2,1.7,2.3,3.1,4.3,1.5,1.9,3.1,4.3,1.2,1.3,3.1,4.3
202609061102,2026-09-06,11,02R,11:05,2026-09-06T10:56:21.508281+09:00,7.2,58.0,5.3,96.7,58.0,4.3,290.2,32.2,145.1,58.0,9.6,4.1,145.1,8.5,72.5,24.1,8.7,290.2,36.2,96.7,10.7,50.2,10.7,25.1,7.6,12.7,2.8,4.4,0.0,0.0,1.0,1.3,10.2,25.1,1.3,2.8,0.0,0.0,3.9,5.9,1.3,2.1,14.2,25.1,3.8,4.5,15.7,25.1,7.5,11.8,1.3,10.5,10.5,21.0,3.0,0.0,1.6,4.5,1.6,4.5,1.6,4.5,3.0,9.0,1.1,1.8,0.0,0.0
202609060902,2026-09-06,09,02R,11:12,2026-09-06T11:02:22.091998+09:00,4.6,6.6,35.8,26.3,3.4,27.6,20.5,20.8,17.0,67.4,7.3,41.1,21.8,36.6,21.6,62.4,35.1,21.6,140.5,31.2,3.0,3.7,2.2,2.6,1.8,2.1,6.6,7.5,3.8,4.3,2.8,3.3,2.5,2.8,7.9,8.7,7.0,7.7,1.9,2.3,4.3,4.9,6.8,7.5,4.3,4.8,4.2,4.8,8.3,8.7,3.1,0.0,2.3,3.7,4.6,9.3,1.5,1.8,2.2,2.7,2.2,2.7,1.5,1.8,2.2,2.7,6.0,6.7
