レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202602010201,2026-02-01,02,01R,,backfill-from-daily,,53.6,0.0,6.7,-0.5,52.0,0.0,6.71,-0.5,60.6,0.0,6.73,-0.5,52.0,0.0,6.7,-0.5,48.8,0.0,6.71,-0.5,53.1,0.0,6.73,0.0
202602010202,2026-02-01,02,02R,,backfill-from-daily,,50.5,1.5,6.65,-0.5,51.5,0.5,6.7,-0.5,54.8,0.0,6.68,-0.5,53.8,0.0,6.71,-0.5,52.0,0.0,6.64,0.0,45.5,1.5,6.65,-0.5
202602010203,2026-02-01,02,03R,,backfill-from-daily,,52.0,0.0,6.59,-0.5,52.0,0.0,6.6,-0.5,52.8,0.0,6.66,-0.5,55.2,0.0,6.62,-0.5,45.5,1.5,6.62,-0.5,52.2,0.0,6.62,-0.5
202602010204,2026-02-01,02,04R,,backfill-from-daily,,53.2,0.0,6.7,-0.5,52.0,0.0,6.59,0.0,52.3,0.0,6.65,-0.5,50.7,0.0,6.81,-0.5,51.4,0.0,6.66,-0.5,53.0,0.0,6.71,-0.5
202602010205,2026-02-01,02,05R,,backfill-from-daily,,52.2,0.0,6.61,-0.5,52.0,0.0,6.67,-0.5,52.0,0.0,6.65,-0.5,52.3,0.0,6.69,0.0,49.9,0.0,6.72,-0.5,52.0,0.0,6.73,-0.5
202602010206,2026-02-01,02,06R,,backfill-from-daily,,53.3,0.0,6.65,-0.5,52.0,0.0,6.68,-0.5,44.5,2.5,6.72,-0.5,52.3,0.0,6.75,-0.5,60.6,0.0,6.8,-0.5,54.8,0.0,6.76,-0.5
202602010207,2026-02-01,02,07R,,backfill-from-daily,,52.0,0.0,6.67,-0.5,55.2,0.0,6.57,-0.5,52.0,0.0,6.68,-0.5,54.7,0.0,6.75,-0.5,53.6,0.0,6.77,-0.5,53.0,0.0,6.69,0.0
202602010208,2026-02-01,02,08R,,backfill-from-daily,,51.4,0.0,6.66,-0.5,45.5,1.5,6.81,-0.5,55.3,0.0,6.66,-0.5,52.2,0.0,6.66,-0.5,52.1,0.0,6.74,-0.5,52.0,0.0,6.62,0.0
202602010209,2026-02-01,02,09R,,backfill-from-daily,,52.0,0.0,6.61,-0.5,49.9,0.0,,,52.0,0.0,6.63,-0.5,51.5,0.5,6.68,-0.5,52.0,0.0,6.59,0.0,45.5,1.5,6.64,-0.5
202602010210,2026-02-01,02,10R,,backfill-from-daily,,52.8,0.0,6.63,-0.5,52.3,0.0,6.63,-0.5,52.0,0.0,6.63,0.0,48.8,0.0,6.75,-0.5,52.0,0.0,6.65,-0.5,52.0,0.0,6.7,0.0
202602010211,2026-02-01,02,11R,,backfill-from-daily,,52.0,0.0,6.72,-0.5,53.0,0.0,6.58,-0.5,53.0,0.0,6.71,0.0,53.3,0.0,6.61,0.0,52.2,0.0,6.72,-0.5,52.0,0.0,6.72,-0.5
202602010212,2026-02-01,02,12R,,backfill-from-daily,,52.0,0.0,6.54,0.0,51.0,1.0,6.63,-0.5,52.0,0.0,6.7,-0.5,52.0,0.0,6.7,-0.5,53.2,0.0,6.63,-0.5,51.5,0.5,6.62,-0.5
202602010301,2026-02-01,03,01R,,backfill-from-daily,,52.0,0.0,6.82,0.0,55.0,0.0,6.81,0.0,51.0,1.0,6.76,0.5,52.5,0.0,6.92,0.5,55.1,0.0,6.8,0.0,52.7,0.0,6.69,0.5
202602010302,2026-02-01,03,02R,,backfill-from-daily,,52.4,0.0,6.82,0.0,55.3,0.0,6.74,0.5,52.8,0.0,6.7,0.0,53.1,0.0,6.88,0.0,52.0,0.0,6.91,0.0,52.1,0.0,6.91,0.5
202602010303,2026-02-01,03,03R,,backfill-from-daily,,55.5,0.0,7.01,0.0,52.9,0.0,6.76,0.0,52.4,0.0,6.9,0.5,53.0,0.0,6.76,0.5,52.0,0.0,6.92,0.5,52.3,0.0,6.77,0.5
202602010304,2026-02-01,03,04R,,backfill-from-daily,,54.1,0.0,6.82,0.0,51.0,1.0,6.87,0.5,52.0,0.0,6.75,0.0,53.2,0.0,6.84,0.0,51.0,1.0,6.85,0.5,53.5,0.0,6.93,1.0
202602010305,2026-02-01,03,05R,,backfill-from-daily,,53.4,0.0,6.87,0.5,52.8,0.0,6.92,-0.5,55.1,0.0,6.79,0.0,56.0,0.0,6.78,0.0,52.7,0.0,6.87,0.5,52.0,0.0,6.96,0.0
202602010306,2026-02-01,03,06R,,backfill-from-daily,,52.3,0.0,6.87,0.0,57.9,0.0,6.98,0.5,52.5,0.0,6.97,0.5,54.0,0.0,6.88,0.5,52.4,0.0,6.95,0.0,56.3,0.0,6.83,0.0
202602010307,2026-02-01,03,07R,,backfill-from-daily,,55.5,0.0,6.95,0.0,52.0,0.0,6.93,1.0,52.7,0.0,6.87,0.0,52.8,0.0,6.84,0.5,55.5,0.0,7.04,0.0,54.5,0.0,7.0,2.0
202602010308,2026-02-01,03,08R,,backfill-from-daily,,52.1,0.0,6.87,0.0,51.0,1.0,6.91,0.5,53.0,0.0,6.83,0.5,51.0,1.0,6.86,0.5,53.1,0.0,7.02,0.0,52.1,0.0,6.88,0.5
202602010309,2026-02-01,03,09R,,backfill-from-daily,,52.4,0.0,7.06,0.5,53.5,0.0,6.93,0.5,52.1,0.0,7.07,0.0,55.0,0.0,7.08,0.0,52.8,0.0,6.98,-0.5,52.4,0.0,7.05,0.0
202602010310,2026-02-01,03,10R,,backfill-from-daily,,52.0,0.0,6.96,0.0,52.0,0.0,6.94,0.5,52.9,0.0,7.0,0.0,55.3,0.0,7.02,0.5,53.4,0.0,7.02,0.5,54.0,0.0,6.96,0.5
202602010311,2026-02-01,03,11R,,backfill-from-daily,,52.0,0.0,,,52.0,0.0,6.94,0.0,57.9,0.0,6.9,0.5,52.0,0.0,7.0,0.5,55.5,0.0,7.07,0.0,53.2,0.0,6.97,0.0
